terreno,construccion,recamaras,banos,estacionamientos,ubicacion,precio,anio_construct,tipo
120.0,145.0,3,1,1,"Constitución De 1917, Iztapalapa, Ciudad De México 09260, México.","$3,640,000 MXN",1970,regular
844.0,198.0,2,2,2,"Bosques De Las Lomas, Miguel Hidalgo, Ciudad De México 11700, México.","$19,690,000 MXN",50,irregular
209.0,100.0,4,3,2,"Xalpa, Cuajimalpa De Morelos, Ciudad De México 05730, México.","$4,000,000 MXN",1990,regular
53.0,53.0,2,1,1,"Moctezuma 2a Secc., Venustiano Carranza, Ciudad De México 15530, México.","$1,980,000 MXN",1,departamento
52.0,52.0,2,1,1,"Santiago Acahualtepec 2a Amp, Iztapalapa, Ciudad De México 09609, México.","$977,000 MXN",1994,regular
97.0,140.0,3,2,2,"Tizapán, Alvaro Obregón, Ciudad De México 01090, México.","$5,000,000 MXN",2023,regular
97.0,140.0,3,2,2,"Tizapán, Alvaro Obregón, Ciudad De México 01090, México.","$5,000,000 MXN",2023,regular
150.0,182.0,4,3,2,"Puente Blanco, Iztapalapa, Ciudad De México 09770, México.","$3,150,000 MXN",1986,casa
184.0,184.0,3,3,1,"Actipan, Benito Juárez, Ciudad De México 03230, México.","$5,800,000 MXN",45,departamento
390.0,451.0,3,3,2,"Parque Del Pedregal, Tlalpan, Ciudad De México 14010, México.","$15,000,000 MXN",2004,casa
57.0,57.0,2,1,1,"Santa Catarina, Azcapotzalco, Ciudad De México 02250, México.","$1,797,521 MXN",2009,regular
105.0,105.0,2,3,2,"Las Tinajas, Cuajimalpa De Morelos, Ciudad De México 05370, México.","$5,250,000 MXN",2022,departamento
379.0,235.0,3,5,3,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.","$13,465,500 MXN",2024,departamento
216.0,216.0,2,3,2,"Nápoles, Benito Juárez, Ciudad De México 03810, México.","$8,598,500 MXN",2021,departamento
264.0,194.0,3,5,2,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.","$14,187,000 MXN",2024,departamento
345.0,194.0,3,5,2,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.","$15,348,000 MXN",2024,departamento
281.0,464.0,3,3,4,"San Jerónimo Aculco, La Magdalena Contreras, Ciudad De México 10400, México.","$14,400,000 MXN",2014,casa
362.0,270.0,3,6,3,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.","$14,464,000 MXN",2024,departamento
51.2,86.1,2,2,0,"Unidad Santa Fe IMSS, Alvaro Obregón, Ciudad De México 01170, México.","$2,500,000 MXN",1974,casa-en-condominio
87.0,87.0,3,2,2,"Popular Santa Teresa, Tlalpan, Ciudad De México 14160, México.","$3,500,000 MXN",2022,departamento
541.0,448.0,3,3,3,"San Jerónimo Lídice, La Magdalena Contreras, Ciudad De México 10200, México.","$18,500,000 MXN",2000,Marmol y madera
248.0,344.0,2,1,6,"Iztaccíhuatl, Benito Juárez, Ciudad De México 03520, México.","$12,000,000 MXN",12,Porcelanato
226.0,226.0,3,3,3,"Polanco II Sección, Miguel Hidalgo, Ciudad De México 11591, México.","$19,000,000 MXN",2014,departamento
43.0,43.0,2,1,1,"Santo Tomas, Azcapotzalco, Ciudad De México 02020, México.","$2,200,000 MXN",2023,Loseta cerámica
110.0,110.0,3,2,1,"San Francisco Tlaltenco, Tláhuac, Ciudad De México 13400, México.","$2,850,000 MXN",2013,Loseta
125.0,125.0,2,2,1,"Tlacoquemécatl Del Valle, Benito Juárez, Ciudad De México 03200, México.","$5,790,000 MXN",20,Cerámica
110.0,110.0,3,2,2,"Del Valle Sur, Benito Juárez, Ciudad De México 03001, México.","$4,498,000 MXN",1972,departamento
111.0,111.0,3,2,2,"Acacias, Benito Juárez, Ciudad De México 03240, México.","$4,499,000 MXN",1973,departamento
310.0,385.0,4,3,4,"Olivar De Los Padres, Alvaro Obregón, Ciudad De México 01780, México.","$11,700,000 MXN",16,casa-en-condominio
181.0,181.0,3,3,2,"Narvarte Oriente, Benito Juárez, Ciudad De México 03023, México.","$7,081,400 MXN",2023,departamento
181.0,181.0,3,3,2,"Alamos, Benito Juárez, Ciudad De México 03400, México.","$7,080,500 MXN",2023,departamento
838.0,476.0,8,6,12,"Niño Jesús, Tlalpan, Ciudad De México 14080, México.","$15,989,000 MXN",1988,casa
"1,471.0",867.0,9,7,20,"Niño Jesús, Tlalpan, Ciudad De México 14080, México.","$25,988,999 MXN",1988,casa
200.0,266.0,4,2,2,"El Mirador, Tlalpan, Ciudad De México 14449, México.","$4,850,000 MXN",1999,casa
84.0,84.0,3,1,1,"Progresista, Iztapalapa, Ciudad De México 09240, México.","$1,335,000 MXN",1989,Laminado
300.0,440.0,4,3,4,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$14,000,000 MXN",50,casa
131.0,201.0,3,3,2,"Barrio San Lucas, Coyoacán, Ciudad De México 04331, México.","$10,900,000 MXN",2014,casa
103.0,103.0,2,2,3,"San José Insurgentes, Benito Juárez, Ciudad De México 03900, México.","$4,900,000 MXN",2016,departamento
162.0,411.0,12,6,2,"Palmatitla, Gustavo A. Madero, Ciudad De México 07170, México.","$4,300,000 MXN",2006,regular
83.0,83.0,2,2,1,"Algarín, Cuauhtémoc, Ciudad De México 06880, México.","$3,100,000 MXN",2018,departamento
341.0,380.0,4,2,6,"Reforma Iztaccíhuatl Sur, Iztacalco, Ciudad De México 08840, México.","$10,900,000 MXN",1994,casa
242.0,412.0,5,2,2,"Del Valle Norte, Benito Juárez, Ciudad De México 03103, México.","$22,200,000 MXN",1974,regular
191.0,191.0,3,2,2,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$9,500,000 MXN",2008,regular
191.0,191.0,3,2,2,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$9,500,000 MXN",2008,regular
180.0,250.0,6,4,0,"Granjas Coapa, Tlalpan, Ciudad De México 14330, México.","$7,200,000 MXN",2015,Loseta
86.0,86.0,2,2,2,"Xoco, Benito Juárez, Ciudad De México 03330, México.","$4,390,000 MXN",2017,departamento
95.0,95.0,3,3,2,"Xoco, Benito Juárez, Ciudad De México 03330, México.","$4,790,000 MXN",2018,departamento
247.0,279.0,4,3,1,"San Pedro De Los Pinos, Benito Juárez, Ciudad De México 03800, México.","$8,900,000 MXN",1970,casa
157.0,157.0,3,3,1,"Del Valle Centro, Benito Juárez, Ciudad De México 03001, México.","$6,800,000 MXN",1984,departamento
662.0,662.0,8,5,6,"Barrio San Lucas, Coyoacán, Ciudad De México 04331, México.","$24,000,000 MXN",2004,casa
127.0,127.0,3,2,2,"Insurgentes Cuicuilco, Coyoacán, Ciudad De México 04530, México.","$4,098,500 MXN",1993,departamento
244.0,364.0,5,3,3,"San Francisco Tetecala, Azcapotzalco, Ciudad De México 02730, México.","$9,000,000 MXN",40,casa
454.0,685.0,4,5,2,"Florida, Alvaro Obregón, Ciudad De México 01030, México.","$23,000,000 MXN",45,casa
66.3,66.3,2,2,1,"Roma Sur, Cuauhtémoc, Ciudad De México 06760, México.","$4,250,000 MXN",2011,departamento
60.3,60.3,2,2,1,"Nueva Rosita, Cuajimalpa De Morelos, Ciudad De México 05238, México.","$4,017,909 MXN",2023,departamento
100.0,100.0,3,2,0,"Arenal De Guadalupe, Tlalpan, Ciudad De México 14389, México.","$5,500,000 MXN",2017,regular
49.0,49.0,1,1,0,"Popotla, Miguel Hidalgo, Ciudad De México 11400, México.","$1,980,000 MXN",1,Loseta y Porcelanico
209.0,350.0,6,4,0,"Santa Lucia, Azcapotzalco, Ciudad De México 02760, México.","$7,500,000 MXN",1980,regular
183.0,292.0,5,3,3,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$9,500,000 MXN",1972,regular
128.0,219.0,3,3,2,"Churubusco Tepeyac, Gustavo A. Madero, Ciudad De México 07730, México.","$9,000,000 MXN",1980,regular
362.0,345.0,4,5,2,"Del Valle Sur, Benito Juárez, Ciudad De México 03001, México.","$21,800,000 MXN",44,Duela y Laminado
45.0,45.0,2,1,1,"Santiago Zapotitlan, Tláhuac, Ciudad De México 13300, México.","$950,000 MXN",2016,departamento
83.0,83.0,2,1,0,"Tepeyac Insurgentes, Gustavo A. Madero, Ciudad De México 07020, México.","$1,904,600 MXN",30,Cerámica
58.0,58.0,1,1,0,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.","$2,850,000 MXN",4,regular
61.0,61.0,2,2,1,"Arenal, Azcapotzalco, Ciudad De México 02980, México.","$2,840,000 MXN",5,departamento
70.0,70.0,2,2,1,"Culhuacán CTM CROC, Coyoacán, Ciudad De México 04480, México.","$3,751,500 MXN",2025,departamento
168.0,140.0,3,2,2,"San Juan Tepepan, Xochimilco, Ciudad De México 16020, México.","$4,800,000 MXN",1984,casa
154.0,246.0,3,2,1,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$7,000,000 MXN",51,Porcelanato
70.8,63.4,1,2,1,"Nativitas, Benito Juárez, Ciudad De México 03500, México.","$3,379,000 MXN",2024,departamento
72.0,65.0,2,2,1,"Nativitas, Benito Juárez, Ciudad De México 03500, México.","$3,395,000 MXN",2024,departamento
103.5,65.0,1,2,1,"Nativitas, Benito Juárez, Ciudad De México 03500, México.","$4,454,000 MXN",2024,departamento
141.0,98.0,2,2,1,"Nativitas, Benito Juárez, Ciudad De México 03500, México.","$5,489,000 MXN",2024,departamento
72.0,72.0,2,1,1,"San Pedro El Chico, Gustavo A. Madero, Ciudad De México 07480, México.","$2,500,000 MXN",7,departamento
152.0,152.0,3,2,2,"Roma Sur, Cuauhtémoc, Ciudad De México 06760, México.","$6,300,000 MXN",2003,departamento
175.0,175.0,3,2,2,"Guadalupe Inn, Alvaro Obregón, Ciudad De México 01020, México.","$10,150,000 MXN",52,Lozeta
129.0,129.0,3,3,2,"Pedregal De Coyoacán, Coyoacán, Ciudad De México 04330, México.","$4,598,500 MXN",1995,departamento
83.0,83.0,2,2,2,"Culhuacán CTM CROC, Coyoacán, Ciudad De México 04480, México.","$4,438,000 MXN",,departamento
149.0,123.0,5,3,1,"Martín Carrera, Gustavo A. Madero, Ciudad De México 07070, México.","$3,333,000 MXN",50,loseta
200.0,271.0,3,3,2,"San Felipe De Jesús, Gustavo A. Madero, Ciudad De México 07510, México.","$4,000,000 MXN",2000,regular
701.9,483.0,4,4,6,"Rancho Casa Blanca, Alvaro Obregón, Ciudad De México 01580, México.","$17,900,000 MXN",2002,casa-en-condominio
197.0,142.0,3,2,3,"Veinte De Noviembre, Venustiano Carranza, Ciudad De México 15300, México.","$5,600,000 MXN",50,regular
96.0,122.0,5,3,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$9,878,500 MXN",40,casa-en-condominio
134.0,134.0,3,3,3,"Granada Amp, Miguel Hidalgo, Ciudad De México 11529, México.","$7,300,000 MXN",2013,departamento
186.0,168.0,4,1,1,"Cinco De Mayo, Miguel Hidalgo, Ciudad De México 11470, México.","$5,980,000 MXN",1974,regular
182.0,256.0,3,3,2,"Lomas De Las Aguilas, Alvaro Obregón, Ciudad De México 01730, México.","$8,560,000 MXN",30,Loseta y Madera
157.0,191.0,4,1,0,"Guerrero, Cuauhtémoc, Ciudad De México 06300, México.","$3,600,000 MXN",1989,casa
143.0,143.0,3,2,2,"Ampliación Del Gas, Azcapotzalco, Ciudad De México 02601, México.","$4,985,000 MXN",8,LOSETA CERAMICA
47.9,47.9,2,1,1,"Santa Ana Poniente, Tláhuac, Ciudad De México 13300, México.","$1,050,000 MXN",16,Loseta
251.0,517.0,8,4,1,"Miguel Hidalgo, Tlalpan, Ciudad De México 14260, México.","$4,700,000 MXN",1993,casa
163.7,355.3,3,3,3,"Lomas Quebradas, La Magdalena Contreras, Ciudad De México 10000, México.","$16,500,000 MXN",2020,regular
210.0,291.3,3,2,2,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$12,500,000 MXN",49,regular
57.0,57.0,2,1,1,"Niños Héroes De Chapultepec, Benito Juárez, Ciudad De México 03440, México.","$3,150,000 MXN",2024,departamento
73.0,73.0,2,2,1,"Niños Héroes De Chapultepec, Benito Juárez, Ciudad De México 03440, México.","$3,600,000 MXN",2024,departamento
69.0,69.0,2,2,0,"Tetelpan, Alvaro Obregón, Ciudad De México 01700, México.","$3,115,900 MXN",2022,departamento
69.0,69.0,2,2,0,"Tetelpan, Alvaro Obregón, Ciudad De México 01700, México.","$3,115,900 MXN",2022,departamento
45.0,45.0,2,1,0,"Presidentes De México, Iztapalapa, Ciudad De México 09740, México.","$750,000 MXN",1990,Cemento
310.0,349.0,7,3,4,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$14,000,000 MXN",1984,casa
151.0,151.0,3,2,4,"Olivar De Los Padres, Alvaro Obregón, Ciudad De México 01780, México.","$5,300,000 MXN",2001,departamento
101.0,101.0,2,2,2,"Portales Sur, Benito Juárez, Ciudad De México 03300, México.","$3,798,500 MXN",2011,departamento
494.0,300.0,3,3,3,"Rinconada Coapa, Tlalpan, Ciudad De México 14330, México.","$11,600,000 MXN",35,casa
108.0,113.0,2,2,0,"Narvarte Oriente, Benito Juárez, Ciudad De México 03023, México.","$3,100,000 MXN",1979,LAMINADO Y LOZETA
162.0,162.0,3,3,2,"Insurgentes Mixcoac, Benito Juárez, Ciudad De México 03920, México.","$6,000,000 MXN",40,departamento
159.0,264.0,5,4,1,"Juan González Romero, Gustavo A. Madero, Ciudad De México 07410, México.","$6,000,000 MXN",1999,casa
198.2,277.4,3,2,2,"Churubusco Country Club, Coyoacán, Ciudad De México 04210, México.","$9,400,000 MXN",1988,casa
142.1,142.1,3,3,2,"La Otra Banda, Alvaro Obregón, Ciudad De México 01090, México.","$9,500,000 MXN",2020,ingeniería
314.6,270.0,2,1,0,"Siete De Noviembre, Gustavo A. Madero, Ciudad De México 07840, México.","$10,980,000 MXN",44,casa
96.0,90.0,2,2,2,"San José Insurgentes, Benito Juárez, Ciudad De México 03900, México.","$6,052,000 MXN",1,departamento
459.5,756.5,7,4,8,"Valle Del Sur, Iztapalapa, Ciudad De México 09819, México.","$11,800,000 MXN",40,Loseta
95.5,95.5,3,1,1,"Santa Cruz Atoyac, Benito Juárez, Ciudad De México 03310, México.","$3,800,000 MXN",1984,Mosaico
120.0,120.0,3,3,2,"Nueva Anzures, Miguel Hidalgo, Ciudad De México 11590, México.","$6,000,000 MXN",2003,DUELA Y LOSETA
121.0,121.0,2,2,2,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$6,694,000 MXN",2023,departamento
53.0,53.0,2,1,1,"Cerro De La Estrella, Iztapalapa, Ciudad De México 09860, México.","$1,795,000 MXN",19,Loseta
472.0,318.0,4,3,2,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.","$16,300,000 MXN",45,loseta
78.0,78.0,2,1,0,"Juárez, Cuauhtémoc, Ciudad De México 06600, México.","$4,500,000 MXN",1980,regular
78.0,78.0,2,1,0,"Juárez, Cuauhtémoc, Ciudad De México 06600, México.","$4,500,000 MXN",1980,regular
440.3,417.0,5,5,3,"Cuajimalpa, Cuajimalpa De Morelos, Ciudad De México 05000, México.","$10,000,000 MXN",18,casa-en-condominio
64.0,64.0,1,1,0,"Ejidos De San Pedro Mártir, Tlalpan, Ciudad De México 14640, México.","$1,800,000 MXN",2021,regular
130.0,130.0,3,2,1,"Ejidos De San Pedro Mártir, Tlalpan, Ciudad De México 14640, México.","$3,200,000 MXN",2021,regular
80.0,80.0,2,2,1,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.","$4,000,000 MXN",2008,Laminado y Cerámica.
133.7,133.7,3,2,3,"Granada, Miguel Hidalgo, Ciudad De México 11520, México.","$13,000,000 MXN",2018,departamento
74.0,74.0,2,1,0,"Unidad Cuitlahuac, Azcapotzalco, Ciudad De México 02500, México.","$2,674,000 MXN",41,departamento
122.0,122.0,2,2,1,"Juárez, Cuauhtémoc, Ciudad De México 06600, México.","$6,430,000 MXN",2008,parquet de madera
52.8,52.8,3,1,0,"Buenavista, Iztapalapa, Ciudad De México 09700, México.","$857,000 MXN",2015,Loseta
270.0,600.0,8,4,3,"Roma Sur, Cuauhtémoc, Ciudad De México 06760, México.","$37,500,000 MXN",73,Mármol y Duela
252.0,252.0,3,3,2,"Polanco I Sección, Miguel Hidalgo, Ciudad De México 11591, México.","$10,990,000 MXN",25,regular
251.0,259.0,4,2,5,"Parres El Guarda, Tlalpan, Ciudad De México 14900, México.","$2,600,000 MXN",16,Porcelanato
82.0,82.0,3,1,1,"Doctores, Cuauhtémoc, Ciudad De México 06720, México.","$2,950,000 MXN",1994,Piso de loseta
112.4,160.0,3,3,2,"Potrero De San Bernardino, Xochimilco, Ciudad De México 16030, México.","$6,750,000 MXN",35,casa-en-condominio
153.0,257.0,4,3,3,"Prado Churubusco, Coyoacán, Ciudad De México 04230, México.","$7,000,000 MXN",50,regular
153.0,257.0,4,3,3,"Prado Churubusco, Coyoacán, Ciudad De México 04230, México.","$7,000,000 MXN",50,regular
171.2,195.2,4,4,3,"Valle Escondido, Tlalpan, Ciudad De México 14600, México.","$6,990,000 MXN",22,regular
132.0,132.0,3,2,3,"María Del Carmen, Benito Juárez, Ciudad De México 03540, México.","$5,450,000 MXN",2024,Loseta cerámica color beigede 40x40cm
76.0,76.0,1,2,1,"Reforma Social, Miguel Hidalgo, Ciudad De México 11650, México.","$4,800,000 MXN",2014,departamento
150.0,400.0,8,4,1,"Jardín Balbuena, Venustiano Carranza, Ciudad De México 15900, México.","$13,650,000 MXN",1978,casa
495.0,556.0,3,3,5,"Cumbres de Sta. Fe, Cuajimalpa De Morelos, Ciudad De México 05600, México.","$38,900,000 MXN",2011,casa-en-condominio
74.0,74.0,2,2,1,"Santa Maria Nonoalco, Benito Juárez, Ciudad De México 03901, México.","$4,495,000 MXN",2024,departamento
499.0,387.0,5,3,6,"Pedregal De San Nicolás 3a Secc., Tlalpan, Ciudad De México 14100, México.","$8,500,000 MXN",1993,casa
120.0,120.0,3,2,1,"Hipódromo De La Condesa, Cuauhtémoc, Ciudad De México 06170, México.","$5,700,000 MXN",1993,departamento
118.0,118.0,3,2,2,"Bosques De Tarango, Alvaro Obregón, Ciudad De México 01580, México.","$3,298,500 MXN",1994,departamento
70.0,66.8,2,2,2,"Josefa Ortiz De Domínguez, Benito Juárez, Ciudad De México 03430, México.","$3,015,218 MXN",2023,regular
40.0,34.6,2,2,1,"Granada, Miguel Hidalgo, Ciudad De México 11520, México.","$2,568,747 MXN",2023,regular
500.0,83.2,3,2,1,"Letran Valle, Benito Juárez, Ciudad De México 03650, México.","$4,000,000 MXN",2008,regular
56.8,56.8,2,1,0,"Peralvillo, Cuauhtémoc, Ciudad De México 06220, México.","$1,700,000 MXN",2010,departamento
125.0,240.0,5,4,2,"El Rosedal, Coyoacán, Ciudad De México 04330, México.","$8,750,000 MXN",1995,Loseta y duela.
90.0,82.4,2,2,1,"Residencial Zacatenco, Gustavo A. Madero, Ciudad De México 07369, México.","$4,269,265 MXN",2023,regular
101.0,101.0,2,2,2,"Irrigación, Miguel Hidalgo, Ciudad De México 11500, México.","$6,100,000 MXN",2009,departamento
68.0,65.0,2,2,1,"Escandón I Secc., Miguel Hidalgo, Ciudad De México 11800, México.","$4,334,497 MXN",2024,regular
70.0,61.2,2,2,2,"El Yaqui, Cuajimalpa De Morelos, Ciudad De México 05320, México.","$3,680,965 MXN",2024,regular
102.0,102.0,2,2,2,"Santa Fe Cuajimalpa, Cuajimalpa De Morelos, Ciudad De México 05348, México.","$7,997,597 MXN",2021,regular
420.0,284.0,3,3,2,"San Jerónimo Aculco, La Magdalena Contreras, Ciudad De México 10400, México.","$14,000,000 MXN",1984,casa
90.0,90.0,3,2,1,"Lomas Estrella, Iztapalapa, Ciudad De México 09890, México.","$2,890,000 MXN",1999,departamento
71.0,71.0,3,1,1,"Guadalupe Victoria, Gustavo A. Madero, Ciudad De México 07790, México.","$2,100,000 MXN",1983,Loseta
65.0,65.0,2,2,1,"Independencia, Benito Juárez, Ciudad De México 03630, México.","$3,322,000 MXN",2015,regular
87.0,87.0,2,2,2,"Anzures, Miguel Hidalgo, Ciudad De México 11590, México.","$10,900,000 MXN",2005,Porcelanato
97.0,112.0,3,1,2,"Alianza Popular Revolucionaria Fovissste, Coyoacán, Ciudad De México 04800, México.","$4,450,000 MXN",40,LINOLEUM
228.0,370.0,4,4,3,"Atlamaya, Alvaro Obregón, Ciudad De México 01760, México.","$14,950,000 MXN",15,Madera
75.0,75.0,2,2,1,"Santa María La Ribera, Cuauhtémoc, Ciudad De México 06400, México.","$3,375,745 MXN",2016,regular
27.0,57.0,2,1,1,"San Juan Xalpa, Iztapalapa, Ciudad De México 09850, México.","$990,000 MXN",2002,regular
139.0,139.0,2,4,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$7,100,000 MXN",2014,departamento
84.0,84.0,3,2,1,"San Clemente, Alvaro Obregón, Ciudad De México 01740, México.","$3,450,000 MXN",40,Madera
43.0,43.0,1,1,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$3,600,000 MXN",2015,departamento
46.0,46.0,1,1,0,"Cuauhtémoc, Cuauhtémoc, Ciudad De México 06500, México.","$3,350,000 MXN",2016,departamento
402.0,340.0,5,4,3,"Residencial Zacatenco, Gustavo A. Madero, Ciudad De México 07369, México.","$10,800,000 MXN",50,loseta
65.0,65.0,2,1,1,"Escandón, Miguel Hidalgo, Ciudad De México 11800, México.","$3,155,000 MXN",2004,departamento
352.0,388.0,4,3,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$17,350,000 MXN",1969,irregular
459.0,326.0,7,2,6,"Pueblo Nuevo Alto, La Magdalena Contreras, Ciudad De México 10640, México.","$7,000,000 MXN",1994,DUELA Y CERÁMICA
144.1,80.5,2,2,2,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$5,950,000 MXN",2017,departamento
69.0,69.0,2,2,2,"El Jagüey, Azcapotzalco, Ciudad De México 02519, México.","$3,100,000 MXN",2014,departamento
"1,072.0",419.2,3,2,10,"Doctores, Cuauhtémoc, Ciudad De México 06720, México.","$27,000,000 MXN",1973,Parquet y Loseta
300.0,386.7,5,4,3,"Avante, Coyoacán, Ciudad De México 04460, México.","$7,975,000 MXN",1993,Parquet y Loseta.
41.6,41.6,2,1,0,"Guerrero, Cuauhtémoc, Ciudad De México 06300, México.","$1,170,000 MXN",1988,Laminado
66.4,66.4,1,1,1,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.","$5,050,000 MXN",2016,Laminado y Loseta
450.0,420.0,3,4,10,"Anahuac, Miguel Hidalgo, Ciudad De México 11320, México.","$11,300,000 MXN",1970,CERAMICA
167.0,262.0,3,1,3,"Del Carmen, Coyoacán, Ciudad De México 04100, México.","$16,400,000 MXN",60,casa
120.0,110.0,3,1,2,"Santa Ursula Xitla, Tlalpan, Ciudad De México 14420, México.","$4,500,000 MXN",1980,casa
184.0,184.0,3,3,3,"La Otra Banda, Alvaro Obregón, Ciudad De México 01090, México.","$10,500,000 MXN",2020,ingeniería
299.0,140.0,4,4,3,"San Miguel Xicalco, Tlalpan, Ciudad De México 14490, México.","$5,400,000 MXN",2018,irregular
405.0,165.0,3,2,6,"La Malinche, La Magdalena Contreras, Ciudad De México 10010, México.","$6,150,000 MXN",20,regular
274.2,255.5,3,3,3,"Rincón Del Bosque, Miguel Hidalgo, Ciudad De México 11580, México.","$27,982,800 MXN",2023,regular
67.8,67.8,2,2,1,"María Del Carmen, Benito Juárez, Ciudad De México 03540, México.","$3,423,200 MXN",2023,regular
77.2,77.2,2,2,1,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$4,800,000 MXN",2023,regular
665.0,600.0,3,3,215,"Olivar De Los Padres, Alvaro Obregón, Ciudad De México 01780, México.","$21,900,000 MXN",2014,casa-en-condominio
174.0,230.0,4,2,2,"San Jerónimo Lídice, La Magdalena Contreras, Ciudad De México 10200, México.","$8,500,000 MXN",1979,casa-en-condominio
66.5,66.5,2,2,1,"Portales, Benito Juárez, Ciudad De México 03300, México.","$3,700,000 MXN",2023,regular
59.6,59.6,1,1,1,"Portales Oriente, Benito Juárez, Ciudad De México 03570, México.","$3,000,000 MXN",2023,regular
262.0,240.0,3,2,8,"Independencia, Benito Juárez, Ciudad De México 03630, México.","$9,500,000 MXN",50,Lozeta
191.0,434.0,4,5,2,"Torres Lindavista, Gustavo A. Madero, Ciudad De México 07708, México.","$14,389,999 MXN",2004,casa
124.0,124.0,2,2,2,"Torres De Potrero, Alvaro Obregón, Ciudad De México 01840, México.","$6,400,000 MXN",4,regular
124.0,124.0,2,2,2,"Torres De Potrero, Alvaro Obregón, Ciudad De México 01840, México.","$6,400,000 MXN",4,regular
218.0,218.0,4,4,3,"Polanco Chapultepec, Miguel Hidalgo, Ciudad De México 11560, México.","$29,000,000 MXN",2024,departamento
218.0,218.0,4,4,3,"Polanco Chapultepec, Miguel Hidalgo, Ciudad De México 11560, México.","$29,000,000 MXN",2024,departamento
209.0,450.0,6,6,4,"Olímpica, Coyoacán, Ciudad De México 04710, México.","$12,000,000 MXN",1993,regular
223.0,223.0,4,4,4,"Polanco Chapultepec, Miguel Hidalgo, Ciudad De México 11560, México.","$29,500,000 MXN",2024,departamento
80.0,80.0,2,1,1,"Tlalcoligia, Tlalpan, Ciudad De México 14430, México.","$2,950,000 MXN",1972,regular
120.3,120.3,3,3,1,"San Pedro De Los Pinos, Benito Juárez, Ciudad De México 03800, México.","$6,400,000 MXN",2024,regular
147.0,147.0,3,3,1,"San Pedro De Los Pinos, Benito Juárez, Ciudad De México 03800, México.","$6,200,000 MXN",2024,regular
65.4,65.4,2,2,1,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$4,374,700 MXN",2023,regular
86.4,86.4,2,2,2,"Granada Amp, Miguel Hidalgo, Ciudad De México 11529, México.","$6,038,900 MXN",2023,regular
138.7,126.0,2,3,2,"Acacias, Benito Juárez, Ciudad De México 03240, México.","$9,900,000 MXN",2023,regular
295.0,162.0,3,4,3,"San Jerónimo Lídice, La Magdalena Contreras, Ciudad De México 10200, México.","$9,437,000 MXN",1994,regular
122.0,281.0,5,3,1,"Lomas De San Lorenzo, Iztapalapa, Ciudad De México 09780, México.","$4,900,000 MXN",30,Loseta
496.0,360.0,4,3,1,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$13,800,000 MXN",1955,casa
56.0,56.0,2,1,1,"Villa Centroamericana Y Del Caribe, Tláhuac, Ciudad De México 13278, México.","$990,000 MXN",1990,Loseta
72.6,74.8,2,2,2,"Adolfo López Mateos, Cuajimalpa De Morelos, Ciudad De México 05280, México.","$3,338,400 MXN",2023,regular
69.6,69.6,2,2,1,"Portales Oriente, Benito Juárez, Ciudad De México 03570, México.","$3,462,400 MXN",2023,regular
63.9,63.9,2,2,1,"Santa María La Ribera, Cuauhtémoc, Ciudad De México 06400, México.","$3,518,400 MXN",2024,regular
165.0,165.0,3,2,1,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$4,985,000 MXN",1979,Parquet y cerámico.
104.0,104.0,2,2,2,"Xoco, Benito Juárez, Ciudad De México 03330, México.","$9,700,000 MXN",2022,departamento
70.0,70.0,2,2,1,"Ciudad De Los Deportes, Benito Juárez, Ciudad De México 03710, México.","$4,433,825 MXN",2024,regular
130.0,130.0,2,2,1,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.","$6,405,905 MXN",2024,regular
107.0,107.0,2,2,1,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.","$5,439,060 MXN",2024,regular
40.0,36.4,1,1,0,"Juárez, Cuauhtémoc, Ciudad De México 06600, México.","$4,163,800 MXN",2023,regular
