terreno,construccion,recamaras,banos,estacionamientos,ubicacion,precio,anio_construct,tipo
108.0,108.0,,,0,"Cuauhtémoc, Cuauhtémoc, Ciudad De México 06500, México.","$6,650,000 MXN",2014,departamento
418.0,322.0,3,1,8,"San Pablo Tepetlapa, Coyoacán, Ciudad De México 04620, México.","$10,490,000 MXN",50,regular
109.0,162.0,4,3,2,"Portales Oriente, Benito Juárez, Ciudad De México 03570, México.","$7,900,000 MXN",2008,Loseta
91.4,145.0,3,2,0,"Guerrero, Cuauhtémoc, Ciudad De México 06300, México.","$6,300,000 MXN",1979,casa
109.0,162.0,3,3,2,"Portales Oriente, Benito Juárez, Ciudad De México 03570, México.","$7,700,000 MXN",2008,Loseta
89.0,255.0,3,4,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$11,200,000 MXN",18,casa-en-condominio
317.9,355.0,4,4,3,"Florida, Alvaro Obregón, Ciudad De México 01030, México.","$21,750,000 MXN",,casa-en-condominio
122.0,122.0,2,2,1,"Actipan, Benito Juárez, Ciudad De México 03230, México.","$4,700,000 MXN",14,departamento
435.0,600.0,4,4,6,"Insurgentes Cuicuilco, Coyoacán, Ciudad De México 04530, México.","$18,900,000 MXN",1989,Loseta y Laminado
191.0,272.0,3,3,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$10,300,000 MXN",1977,regular
200.0,275.0,4,3,2,"San Angel, Alvaro Obregón, Ciudad De México 01000, México.","$12,500,000 MXN",1974,regular
245.0,165.0,2,2,1,"Polanco V Sección, Miguel Hidalgo, Ciudad De México 11560, México.","$9,344,775 MXN",2023,regular
116.0,116.0,2,2,1,"Polanco V Sección, Miguel Hidalgo, Ciudad De México 11560, México.","$8,900,450 MXN",2023,regular
320.0,320.0,3,3,0,"Lomas De Bezares, Miguel Hidalgo, Ciudad De México 11910, México.","$19,600,000 MXN",5,departamento
127.0,210.0,3,1,2,"San Juan De Aragón 6a Secc., Gustavo A. Madero, Ciudad De México 07918, México.","$4,750,000 MXN",1984,regular
166.0,166.0,2,2,1,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$11,476,340 MXN",2022,Porcelanato
184.0,143.0,3,2,2,"Tlalpan, Tlalpan, Ciudad De México 14091, México.","$6,450,000 MXN",15,Loseta
68.0,68.0,2,2,1,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$4,290,000 MXN",6,Porcelanato
138.0,246.0,3,3,3,"Olivar De Los Padres, Alvaro Obregón, Ciudad De México 01780, México.","$5,490,000 MXN",1989,regular
210.0,437.0,3,5,0,"Moctezuma, Venustiano Carranza, Ciudad De México 15530, México.","$7,000,000 MXN",1970,regular
121.0,205.0,4,4,0,"Santa María Tomatlan, Iztapalapa, Ciudad De México 09870, México.","$2,200,000 MXN",1967,casa
328.0,445.0,4,4,3,"Lomas De Las Aguilas, Alvaro Obregón, Ciudad De México 01730, México.","$9,260,000 MXN",45,Cerámica
123.0,200.0,4,4,1,"Insurgentes Mixcoac, Benito Juárez, Ciudad De México 03920, México.","$9,700,000 MXN",1953,Loseta
83.0,83.0,2,2,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$5,790,000 MXN",,Loseta y Cerámica
85.0,85.0,2,3,2,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.","$4,200,000 MXN",218,departamento
85.0,85.0,2,3,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$4,198,500 MXN",218,departamento
118.0,118.0,2,2,1,"Santa María La Ribera, Cuauhtémoc, Ciudad De México 06400, México.","$3,930,000 MXN",2023,penthouse
152.0,252.0,,1,1,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$13,000,000 MXN",1983,regular
210.0,524.0,7,4,4,"Del Gas, Azcapotzalco, Ciudad De México 02950, México.","$9,000,000 MXN",1994,casa
213.0,347.0,,,0,"Santa María Tepepan, Xochimilco, Ciudad De México 16020, México.","$2,950,000 MXN",,irregular
217.0,217.0,2,2,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$8,499,498 MXN",2017,regular
150.0,150.0,1,1,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$8,466,000 MXN",2017,regular
101.0,101.0,2,2,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$5,249,302 MXN",2021,regular
152.0,152.0,3,3,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$9,828,000 MXN",2021,regular
94.0,94.0,3,2,2,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.","$4,750,000 MXN",2020,regular
60.0,60.0,2,1,1,"Escandón II Sección, Miguel Hidalgo, Ciudad De México 11800, México.","$3,700,000 MXN",2004,departamento
47.5,47.5,2,1,0,"Morelos, Venustiano Carranza, Ciudad De México 15270, México.","$1,250,000 MXN",1988,regular
68.3,68.3,3,1,0,"Michoacana Amp, Venustiano Carranza, Ciudad De México 15250, México.","$2,100,000 MXN",1981,LOSETA Y LOSETA VINILICA
222.0,355.0,7,5,3,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$10,350,000 MXN",1949,casa
94.0,94.0,3,2,1,"Francisco Villa, Azcapotzalco, Ciudad De México 02420, México.","$3,257,000 MXN",1995,Loseta
99.0,99.0,2,1,1,"Integración Latinoamericana, Coyoacán, Ciudad De México 04350, México.","$3,750,000 MXN",1984,departamento
121.0,121.0,3,1,1,"San Rafael, Cuauhtémoc, Ciudad De México 06470, México.","$3,650,000 MXN",1974,departamento
150.0,150.0,3,3,1,"Nápoles, Benito Juárez, Ciudad De México 03810, México.","$5,775,000 MXN",1969,porcelanato
60.0,60.0,2,1,0,"Valle Gómez, Cuauhtémoc, Ciudad De México 06240, México.","$1,360,000 MXN",2007,departamento
215.0,261.0,3,3,2,"Del Valle Sur, Benito Juárez, Ciudad De México 03001, México.","$17,870,000 MXN",48,Loseta
52.0,52.0,1,1,2,"Clavería, Azcapotzalco, Ciudad De México 02080, México.","$2,680,000 MXN",2009,Mosaico.
152.0,152.0,2,3,2,"Lomas Del Chamizal, Cuajimalpa De Morelos, Ciudad De México 05129, México.","$7,580,000 MXN",2024,departamento
131.0,131.0,2,2,2,"Lomas De Bezares, Miguel Hidalgo, Ciudad De México 11910, México.","$5,728,590 MXN",2021,regular
108.0,108.0,2,2,2,"Josefa Ortiz De Domínguez, Benito Juárez, Ciudad De México 03430, México.","$4,750,000 MXN",2015,departamento
152.0,227.0,5,2,2,"Los Ángeles, Iztapalapa, Ciudad De México 09830, México.","$3,350,000 MXN",1998,casa
150.0,150.0,2,2,0,"Tizapán, Alvaro Obregón, Ciudad De México 01090, México.","$7,500,000 MXN",2016,departamento
314.0,517.0,3,6,4,"Campestre Churubusco, Coyoacán, Ciudad De México 04200, México.","$14,272,000 MXN",1970,regular
400.0,530.0,4,5,3,"Jardines En La Montaña, Tlalpan, Ciudad De México 14210, México.","$21,700,000 MXN",2013,casa
130.0,128.4,2,1,1,"El Recreo, Azcapotzalco, Ciudad De México 02070, México.","$3,900,000 MXN",1964,regular
386.0,163.0,2,2,4,"San Miguel, Iztapalapa, Ciudad De México 09360, México.","$5,800,000 MXN",2001,regular
145.0,194.0,4,2,2,"San Miguel Teotongo, Iztapalapa, Ciudad De México 09630, México.","$3,490,000 MXN",1983,casa
218.0,335.0,3,2,2,"Los Cedros, Coyoacán, Ciudad De México 04800, México.","$6,500,000 MXN",1980,casa
91.0,91.0,2,2,1,"Cuatro Arboles, Venustiano Carranza, Ciudad De México 15730, México.","$3,700,000 MXN",2023,regular
67.5,67.5,2,2,1,"San Andrés Tetepilco, Iztapalapa, Ciudad De México 09440, México.","$3,350,000 MXN",2012,departamento
452.0,580.0,5,9,4,"Pedregal De San Francisco, Coyoacán, Ciudad De México 04320, México.","$20,000,000 MXN",1980,casa
250.0,130.0,3,1,3,"Pedregal Santa Ursula Xitla, Tlalpan, Ciudad De México 14438, México.","$5,850,000 MXN",32,casa
66.0,66.0,2,2,2,"Modelo Pensil, Miguel Hidalgo, Ciudad De México 11450, México.","$3,850,000 MXN",2020,departamento
42.0,42.0,2,1,0,"Veinticinco De Julio, Gustavo A. Madero, Ciudad De México 07520, México.","$950,000 MXN",22,cemento
398.0,394.1,4,4,3,"Tetelpan, Alvaro Obregón, Ciudad De México 01700, México.","$15,000,000 MXN",1978,casa-en-condominio
493.3,408.0,4,4,3,"Nueva Santa María, Azcapotzalco, Ciudad De México 02800, México.","$15,295,500 MXN",1971,Madera y granito
47.0,47.0,2,1,0,"San Martín Xochináhuac, Azcapotzalco, Ciudad De México 02120, México.","$1,320,000 MXN",2015,departamento
360.0,333.0,3,3,3,"Bosques De Las Lomas, Miguel Hidalgo, Ciudad De México 11700, México.","$20,304,560 MXN / $1,055,650 USD",1,departamento
147.0,147.0,3,3,2,"Santa Fe Cuajimalpa, Cuajimalpa De Morelos, Ciudad De México 05348, México.","$5,150,000 MXN",2013,departamento
131.6,131.5,3,3,0,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$7,950,000 MXN",1984,regular
131.0,170.0,3,2,1,"Parque San Andrés, Coyoacán, Ciudad De México 04040, México.","$6,998,500 MXN",1963,casa
150.0,142.0,3,2,1,"Jardines Del Sur, Xochimilco, Ciudad De México 16050, México.","$3,800,000 MXN",40,casa
91.0,91.0,2,2,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$4,890,000 MXN",2000,departamento
90.5,79.7,2,2,2,"Acacias, Benito Juárez, Ciudad De México 03240, México.","$6,070,000 MXN",,"mármol, loseta y piso laminado"
135.0,135.0,3,2,2,"Prado Coapa 2a Secc., Tlalpan, Ciudad De México 14357, México.","$4,500,000 MXN",1995,departamento
164.0,164.0,3,3,3,"El Yaqui, Cuajimalpa De Morelos, Ciudad De México 05320, México.","$6,850,000 MXN",10,departamento
225.0,400.0,5,5,1,"Romero De Terreros, Coyoacán, Ciudad De México 04310, México.","$12,800,000 MXN",1998,casa
159.0,168.0,4,3,2,"Prado Churubusco, Coyoacán, Ciudad De México 04230, México.","$5,500,000 MXN",1965,Cerámica
300.0,412.0,5,6,6,"Del Carmen, Coyoacán, Ciudad De México 04100, México.","$22,800,000 MXN",2015,casa
215.3,253.1,4,1,3,"Atlamaya, Alvaro Obregón, Ciudad De México 01760, México.","$8,800,000 MXN",1969,"Porcelanato, duela"
204.0,192.0,3,1,4,"San Lucas Xochimanca, Xochimilco, Ciudad De México 16300, México.","$3,600,000 MXN",1994,LOSETA
58.0,58.0,2,2,0,"San Miguel Amantla, Azcapotzalco, Ciudad De México 02700, México.","$2,230,000 MXN",2024,departamento
88.0,88.0,2,2,1,"Lomas Del Chamizal, Cuajimalpa De Morelos, Ciudad De México 05129, México.","$4,565,000 MXN",1,departamento
"1,000.0",562.0,4,4,3,"Héroes De Padierna, Tlalpan, Ciudad De México 14200, México.","$11,485,000 MXN",1992,casa
152.0,152.0,3,2,2,"Polanco Reforma, Miguel Hidalgo, Ciudad De México 11550, México.","$9,185,000 MXN",2007,departamento
300.0,250.0,3,2,4,"Nuevo Renacimiento De Axalco, Tlalpan, Ciudad De México 14408, México.","$5,385,000 MXN",2002,casa
242.0,242.0,3,3,1,"Acacias, Benito Juárez, Ciudad De México 03240, México.","$11,500,000 MXN",2017,departamento
200.0,300.0,2,3,2,"Jardines De Coyoacán, Coyoacán, Ciudad De México 04890, México.","$8,200,000 MXN",40,casa
51.0,51.0,2,1,0,"Nueva Industrial Vallejo, Gustavo A. Madero, Ciudad De México 07700, México.","$1,550,000 MXN",12,Loseta Cerámica
158.0,158.0,,2,1,"San Simón Ticumac, Benito Juárez, Ciudad De México 03660, México.","$3,500,000 MXN",1993,departamento
180.0,208.0,3,2,4,"Villa Tlalpan, Tlalpan, Ciudad De México 14630, México.","$7,200,000 MXN",1978,casa
66.0,66.0,2,2,2,"Ampliación Del Gas, Azcapotzalco, Ciudad De México 02601, México.","$2,950,000 MXN",5,Porcelanato
197.0,112.0,2,2,1,"Agrícola Oriental, Iztacalco, Ciudad De México 08500, México.","$3,300,000 MXN",23,Loseta cerámica
444.0,226.0,3,2,2,"Lomas De San Angel Inn, Alvaro Obregón, Ciudad De México 01790, México.","$15,475,000 MXN",1974,casa
78.8,78.8,2,2,2,"Granada Amp, Miguel Hidalgo, Ciudad De México 11529, México.","$5,673,600 MXN",10,regular
100.0,100.0,1,1,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$7,500,000 MXN",2017,regular
339.0,247.0,,,0,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$11,500,000 MXN",1974,casa
47.0,47.0,2,1,0,"Santa Bárbara, Azcapotzalco, Ciudad De México 02230, México.","$1,299,000 MXN",2016,regular
66.0,66.0,2,2,2,"Industrial San Antonio, Azcapotzalco, Ciudad De México 02760, México.","$2,926,000 MXN",2020,departamento
80.0,80.0,2,1,1,"Los Reyes, Azcapotzalco, Ciudad De México 02010, México.","$3,200,000 MXN",2022,regular
48.5,48.5,2,1,1,"Santiago Atzacoalco, Gustavo A. Madero, Ciudad De México 07040, México.","$1,800,000 MXN",2023,departamento
603.3,133.5,3,3,3,"Santa Cecilia Tepetlapa, Xochimilco, Ciudad De México 16880, México.","$3,995,000 MXN",14,casa
199.0,120.0,3,2,4,"Presidentes, Alvaro Obregón, Ciudad De México 01290, México.","$4,300,000 MXN",1979,regular
140.0,244.0,6,5,3,"Reforma Iztaccíhuatl Sur, Iztacalco, Ciudad De México 08840, México.","$6,495,000 MXN",35,regular
854.0,299.6,3,3,3,"Bosques De Las Lomas, Miguel Hidalgo, Ciudad De México 11700, México.","$23,000,000 MXN",25,casa
50.0,50.0,2,1,1,"Daniel Garza, Miguel Hidalgo, Ciudad De México 11830, México.","$1,650,000 MXN",10,regular
76.0,76.0,3,1,0,"San Simón Tolnáhuac, Cuauhtémoc, Ciudad De México 06920, México.","$1,635,000 MXN",,regular
275.0,220.0,3,3,4,"Alcantarilla, Alvaro Obregón, Ciudad De México 01729, México.","$6,495,000 MXN",1985,casa
274.0,221.0,3,3,4,"Olivar De Los Padres, Alvaro Obregón, Ciudad De México 01780, México.","$6,496,500 MXN",1985,casa
157.6,157.6,3,3,1,"Santa Cruz Atoyac, Benito Juárez, Ciudad De México 03310, México.","$4,800,000 MXN",40,departamento
84.0,84.0,2,2,1,"Portales, Benito Juárez, Ciudad De México 03300, México.","$2,990,000 MXN",2010,departamento
176.0,225.0,4,3,2,"San Sebastián, Azcapotzalco, Ciudad De México 02040, México.","$4,500,000 MXN",1963,casa
139.0,139.0,3,2,0,"Nueva Santa María, Azcapotzalco, Ciudad De México 02800, México.","$4,200,000 MXN",1968,Terrazo
56.0,56.0,2,2,1,"Morelos, Cuauhtémoc, Ciudad De México 06200, México.","$2,350,000 MXN",15,Loseta
488.0,488.0,3,4,5,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.","$21,900,000 MXN",2015,departamento
257.0,250.0,3,3,2,"Irrigación, Miguel Hidalgo, Ciudad De México 11500, México.","$17,800,000 MXN",1982,casa
70.0,110.0,2,2,2,"Niños Héroes De Chapultepec, Benito Juárez, Ciudad De México 03440, México.","$4,190,000 MXN",2020,departamento
63.0,63.0,2,2,2,"Manzanastitla, Cuajimalpa De Morelos, Ciudad De México 05270, México.","$3,190,000 MXN",2019,regular
227.0,343.0,7,3,2,"Moctezuma, Venustiano Carranza, Ciudad De México 15530, México.","$6,700,000 MXN",1971,casa
200.0,236.0,4,3,2,"Clavería, Azcapotzalco, Ciudad De México 02080, México.","$8,400,000 MXN",1999,Loseta
184.0,222.0,4,3,2,"Los Sauces, Coyoacán, Ciudad De México 04940, México.","$7,500,000 MXN",40,casa
227.7,227.7,3,2,5,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.","$11,950,000 MXN",2000,regular
58.0,58.0,2,2,1,"Granjas Modernas, Gustavo A. Madero, Ciudad De México 07460, México.","$2,250,000 MXN",8,departamento
477.0,439.0,6,4,6,"Barrio La Concepción, Coyoacán, Ciudad De México 04331, México.","$13,500,000 MXN",1979,casa
148.0,293.0,6,5,0,"Cerro Prieto, Gustavo A. Madero, Ciudad De México 07960, México.","$4,400,000 MXN",50,regular
110.0,110.0,3,2,0,"Narvarte Oriente, Benito Juárez, Ciudad De México 03023, México.","$6,300,000 MXN",2019,regular
247.0,317.0,3,3,1,"Del Valle Norte, Benito Juárez, Ciudad De México 03103, México.","$13,200,000 MXN",2011,regular
59.0,59.0,2,1,1,"Villa Lázaro Cárdenas, Tlalpan, Ciudad De México 14370, México.","$2,690,000 MXN",12,departamento
381.0,452.0,3,3,4,"Flor De María, Alvaro Obregón, Ciudad De México 01760, México.","$23,900,000 MXN",1989,casa-en-condominio
59.0,59.0,2,1,1,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$2,960,000 MXN",2013,departamento
120.0,230.0,4,4,2,"San Felipe De Jesús, Xochimilco, Ciudad De México 16770, México.","$2,800,000 MXN",1997,regular
200.0,93.0,3,2,2,"Jardín Balbuena, Venustiano Carranza, Ciudad De México 15900, México.","$6,280,000 MXN",1964,regular
103.0,103.0,2,2,2,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$4,950,000 MXN",2011,departamento
160.0,281.0,4,2,2,"Villa Quietud, Coyoacán, Ciudad De México 04960, México.","$6,200,000 MXN",1988,casa
222.4,180.0,7,3,4,"Providencia, Gustavo A. Madero, Ciudad De México 07550, México.","$3,496,000 MXN",1977,cemento y cerámico en la parte trasera
70.0,70.0,2,1,1,"Libertad, Azcapotzalco, Ciudad De México 02050, México.","$2,700,000 MXN",1,regular
55.0,55.0,2,2,1,"Pedregal de Santa Ursula, Coyoacán, Ciudad De México 04600, México.","$2,630,000 MXN",2023,regular
99.0,99.0,2,3,1,"Pedregal De Santo Domingo, Coyoacán, Ciudad De México 04369, México.","$4,650,000 MXN",2024,regular
62.0,62.0,2,1,1,"Pedregal de Santa Ursula, Coyoacán, Ciudad De México 04600, México.","$2,630,000 MXN",2024,regular
120.0,120.0,3,3,2,"Pedregal de Santa Ursula, Coyoacán, Ciudad De México 04600, México.","$6,150,000 MXN",2023,regular
119.0,193.0,5,3,1,"Renovación, Iztapalapa, Ciudad De México 09209, México.","$3,975,000 MXN",20,Porcelanato
93.0,280.0,3,3,3,"San José Insurgentes, Benito Juárez, Ciudad De México 03900, México.","$13,393,333 MXN",2016,regular
361.0,504.0,3,3,3,"Lomas De Chapultepec, Miguel Hidalgo, Ciudad De México 11000, México.","$29,999,000 MXN",36,"mármol, madera y loseta"
131.0,105.0,4,3,2,"Alamos, Benito Juárez, Ciudad De México 03400, México.","$4,598,500 MXN",2016,departamento
192.7,254.0,3,3,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$7,200,000 MXN",1984,cerámica y madera
71.0,71.0,2,1,1,"Trabajadores Del Hierro, Azcapotzalco, Ciudad De México 02650, México.","$3,250,000 MXN",2022,Porcelanato y Mosaico.
71.0,71.0,2,1,1,"Trabajadores Del Hierro, Azcapotzalco, Ciudad De México 02650, México.","$3,250,000 MXN",2022,Porcelanato y Mosaico.
69.0,69.0,2,1,2,"Trabajadores Del Hierro, Azcapotzalco, Ciudad De México 02650, México.","$3,500,000 MXN",2022,Porcelanato y Mosaico.
69.0,69.0,2,1,1,"Trabajadores Del Hierro, Azcapotzalco, Ciudad De México 02650, México.","$3,250,000 MXN",2022,Porcelanato y Mosaico.
279.0,130.0,4,2,2,"San Sebastián, Tláhuac, Ciudad De México 13093, México.","$3,200,000 MXN",1993,casa
61.0,61.0,1,1,1,"Insurgentes Mixcoac, Benito Juárez, Ciudad De México 03920, México.","$4,595,000 MXN",7,departamento
161.0,111.0,3,2,2,"Tetelpan, Alvaro Obregón, Ciudad De México 01700, México.","$5,650,000 MXN",10,departamento
160.0,195.0,6,3,2,"San Juan De Aragón 6a Secc., Gustavo A. Madero, Ciudad De México 07918, México.","$3,990,000 MXN",1971,casa
117.2,280.0,5,3,1,"Los Olivos, Tláhuac, Ciudad De México 13210, México.","$2,850,000 MXN",2005,casa
289.0,300.0,3,2,2,"Las Aguilas Amp 1er Parque, Alvaro Obregón, Ciudad De México 01750, México.","$5,390,000 MXN",40,Loseta
62.0,62.0,1,1,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$5,020,000 MXN",2024,regular
62.0,62.0,1,1,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$4,710,000 MXN",2022,regular
199.0,191.6,3,1,2,"San Felipe De Jesús, Gustavo A. Madero, Ciudad De México 07510, México.","$3,750,000 MXN",35,casa
55.0,53.0,2,1,1,"Del Gas Amp, Azcapotzalco, Ciudad De México 02970, México.","$3,654,632 MXN",2025,departamento
94.4,62.0,2,2,1,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.","$4,014,770 MXN",1,Ceramico
150.0,150.0,2,2,1,"Santa Fe Cuajimalpa, Cuajimalpa De Morelos, Ciudad De México 05348, México.","$15,000,000 MXN",2022,departamento
231.0,201.0,3,3,3,"La Candelaria, Coyoacán, Ciudad De México 04380, México.","$6,535,000 MXN",1993,casa
"5,000.0",620.0,5,5,10,"Tlalpuente, Tlalpan, Ciudad De México 14460, México.","$25,800,000 MXN",1993,casa
144.0,144.0,3,3,1,"Del Valle Norte, Benito Juárez, Ciudad De México 03103, México.","$5,150,000 MXN",2011,Laminado
288.8,420.0,3,3,3,"Torres Lindavista, Gustavo A. Madero, Ciudad De México 07708, México.","$16,800,000 MXN",1988,casa
100.9,90.7,2,2,1,"Guadalupe Inn, Alvaro Obregón, Ciudad De México 01020, México.","$4,900,000 MXN",2011,regular
55.0,55.0,2,2,1,"San Simón Tolnáhuac, Cuauhtémoc, Ciudad De México 06920, México.","$2,450,000 MXN",15,loseta
58.0,58.0,3,1,1,"Acueducto De Guadalupe, Gustavo A. Madero, Ciudad De México 07270, México.","$1,548,000 MXN",1966,departamento
284.0,284.0,3,3,3,"Santa Fe Cuajimalpa, Cuajimalpa De Morelos, Ciudad De México 05348, México.","$16,900,000 MXN",2010,departamento
122.0,196.0,5,4,0,"Ixtlahuacan, Iztapalapa, Ciudad De México 09690, México.","$3,500,000 MXN",10,regular
200.0,150.0,,,0,"Trabajadores Del Hierro, Azcapotzalco, Ciudad De México 02650, México.","$4,200,000 MXN",30,casa
200.0,150.0,,,0,"Trabajadores Del Hierro, Azcapotzalco, Ciudad De México 02650, México.","$4,200,000 MXN",30,casa
229.0,229.0,3,3,3,"La Otra Banda, Alvaro Obregón, Ciudad De México 01090, México.","$12,850,000 MXN",2010,departamento
107.0,290.0,4,3,0,"Ejidos De San Pedro Mártir, Tlalpan, Ciudad De México 14640, México.","$5,000,000 MXN",2000,"Lozeta vinilica,"
85.0,85.0,3,2,1,"Del Valle Centro, Benito Juárez, Ciudad De México 03001, México.","$3,798,500 MXN",1988,departamento
229.0,229.0,3,2,2,"Fuentes Del Pedregal, Tlalpan, Ciudad De México 14140, México.","$6,950,000 MXN",1984,departamento
527.6,430.0,4,4,4,"San Bartolo Ameyalco, Alvaro Obregón, Ciudad De México 01800, México.","$9,150,000 MXN",2010,regular
77.0,77.0,3,1,1,"Tlalcoligia, Tlalpan, Ciudad De México 14430, México.","$3,250,000 MXN",52,departamento
112.0,208.0,4,2,2,"Leyes De Reforma, Iztapalapa, Ciudad De México 09310, México.","$3,800,000 MXN",1995,Marmol
"1,017.0",921.0,7,5,5,"Lomas De Chapultepec, Miguel Hidalgo, Ciudad De México 11000, México.","$59,900,000 MXN",1982,casa
60.0,60.0,2,1,1,"Daniel Garza, Miguel Hidalgo, Ciudad De México 11830, México.","$1,750,000 MXN",30,departamento
657.0,850.0,6,5,3,"Santa Fe, Alvaro Obregón, Ciudad De México 01210, México.","$28,700,000 MXN",2020,casa
70.0,70.0,2,1,0,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$3,380,000 MXN",1997,departamento
"1,411.0",34.0,1,1,30,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$3,509,376 MXN",2023,regular
284.0,352.0,3,2,4,"Lomas Estrella, Iztapalapa, Ciudad De México 09890, México.","$7,600,000 MXN",1986,casa
70.0,70.0,,,0,"Santa Fe, Alvaro Obregón, Ciudad De México 01210, México.","$2,650,000 MXN",2000,departamento
355.0,355.0,2,3,4,"Lomas De Reforma, Miguel Hidalgo, Ciudad De México 11930, México.","$17,990,000 MXN",2004,regular
207.0,394.0,6,5,4,"San Lorenzo La Cebada, Xochimilco, Ciudad De México 16035, México.","$6,800,000 MXN",2002,casa
130.3,110.7,2,2,1,"Anzures, Miguel Hidalgo, Ciudad De México 11590, México.","$5,800,000 MXN",1984,departamento
44.2,36.8,1,1,0,"Anzures, Miguel Hidalgo, Ciudad De México 11590, México.","$2,100,000 MXN",1984,departamento
206.0,242.7,11,11,0,"Diez De Mayo, Venustiano Carranza, Ciudad De México 15290, México.","$6,900,000 MXN",1962,regular
435.0,402.0,5,4,4,"Campestre Churubusco, Coyoacán, Ciudad De México 04200, México.","$12,550,000 MXN",1964,Loseta/Duela
268.5,243.5,3,2,2,"Anzures, Miguel Hidalgo, Ciudad De México 11590, México.","$12,000,000 MXN",1984,departamento
"1,347.0",76.0,,,100,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$5,692,464 MXN",2023,regular
402.0,45.0,2,2,2,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$4,016,286 MXN",2024,regular
432.0,39.0,2,2,2,"Roma Sur, Cuauhtémoc, Ciudad De México 06760, México.","$3,292,065 MXN",2024,regular
843.0,431.0,3,2,5,"Cuautepec De Madero, Gustavo A. Madero, Ciudad De México 07200, México.","$6,900,000 MXN",2002,casa
144.0,144.0,2,3,2,"Polanco III Sección, Miguel Hidalgo, Ciudad De México 11591, México.","$12,498,000 MXN",2007,departamento
206.0,153.0,3,2,2,"Polanco Reforma, Miguel Hidalgo, Ciudad De México 11550, México.","$17,500,000 MXN",,regular
65.0,200.0,2,2,0,"Anahuac, Miguel Hidalgo, Ciudad De México 11320, México.","$10,500,000 MXN",1969,casa
100.0,241.0,3,3,2,"Zacatenco, Gustavo A. Madero, Ciudad De México 07360, México.","$7,510,000 MXN",2019,casa
100.0,241.0,3,3,2,"Zacatenco, Gustavo A. Madero, Ciudad De México 07360, México.","$7,510,000 MXN",2020,casa
208.0,100.0,,,0,"San Simón Tolnáhuac, Cuauhtémoc, Ciudad De México 06920, México.","$4,200,000 MXN",2003,casa
"1,741.0",86.0,,,100,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$6,094,506 MXN",2023,regular
59.8,59.8,2,1,1,"La Preciosa, Azcapotzalco, Ciudad De México 02460, México.","$2,300,000 MXN",2023,departamento
91.0,91.0,2,1,0,"Del Valle Norte, Benito Juárez, Ciudad De México 03103, México.","$2,400,000 MXN",1960,departamento
116.0,203.0,2,1,0,"Obrera, Cuauhtémoc, Ciudad De México 06800, México.","$6,490,000 MXN",1984,regular
69.1,69.1,2,2,2,"Santa Lucia, Alvaro Obregón, Ciudad De México 01500, México.","$2,479,000 MXN",2009,Cerámico
272.0,109.0,4,3,3,"Tepepan, Xochimilco, Ciudad De México 16020, México.","$7,300,000 MXN",2009,regular
"1,672.0",86.0,2,2,50,"Portales, Benito Juárez, Ciudad De México 03300, México.","$5,589,601 MXN",2023,departamento
367.0,365.0,6,4,4,"Campestre Churubusco, Coyoacán, Ciudad De México 04200, México.","$11,200,000 MXN",1974,casa
418.0,69.0,,,10,"Roma Sur, Cuauhtémoc, Ciudad De México 06760, México.","$4,610,342 MXN",2023,departamento
70.0,70.0,3,1,1,"Villa Quietud, Coyoacán, Ciudad De México 04960, México.","$2,400,000 MXN",35,departamento
