terreno,construccion,recamaras,banos,estacionamientos,ubicacion,precio,anio_construct,cp,alcaldia,colonia,grado_marginalidad,pob_2010,tipo_seccion,tipo_col,precio_str,lat_long,lat,long
159.0,168.0,4.0,3.0,2,"Prado Churubusco, Coyoacán, Ciudad De México 04230, México.",5500000.0,1965.0,4230,COYOACAN,PRADO CHURUBUSCO,1.0,10469.0,URBANO(A),COLONIA,"$5,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
300.0,412.0,5.0,6.0,6,"Del Carmen, Coyoacán, Ciudad De México 04100, México.",22800000.0,2015.0,4100,COYOACAN,DEL CARMEN,1.0,10460.0,URBANO(A),COLONIA,"$22,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
215.3,253.1,4.0,1.0,3,"Atlamaya, Alvaro Obregón, Ciudad De México 01760, México.",8800000.0,1969.0,1760,ALVARO OBREGON,ATLAMAYA,2.0,2875.0,URBANO(A),COLONIA,"$8,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
204.0,192.0,3.0,1.0,4,"San Lucas Xochimanca, Xochimilco, Ciudad De México 16300, México.",3600000.0,1994.0,16300,XOCHIMILCO,SAN LUCAS XOCHIMANCA (PBLO),4.0,18534.0,URBANO(A),CONJUNTO HABITACIONAL,"$3,600,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
58.0,58.0,2.0,2.0,0,"San Miguel Amantla, Azcapotzalco, Ciudad De México 02700, México.",2230000.0,2024.0,2700,AZCAPOTZALCO,SAN  MIGUEL AMANTLA (PBLO),4.0,8305.0,URBANO(A),PUEBLO,"$2,230,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
88.0,88.0,2.0,2.0,1,"Lomas Del Chamizal, Cuajimalpa De Morelos, Ciudad De México 05129, México.",4565000.0,2001.0,5129,CUAJIMALPA DE MORELOS,LOMAS DEL CHAMIZAL,2.0,4802.0,URBANO(A),COLONIA,"$4,565,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
1000.0,562.0,4.0,4.0,3,"Héroes De Padierna, Tlalpan, Ciudad De México 14200, México.",11485000.0,1992.0,14200,TLALPAN,JARDINES DEL AJUSCO,5.0,35426.0,URBANO(A),UNIDAD HABITACIONAL,"$11,485,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
152.0,152.0,3.0,2.0,2,"Polanco Reforma, Miguel Hidalgo, Ciudad De México 11550, México.",9185000.0,2007.0,11550,MIGUEL HIDALGO,CHAPULTEPEC POLANCO (POLANCO),1.0,11156.0,URBANO(A),COLONIA,"$9,185,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
300.0,250.0,3.0,2.0,4,"Nuevo Renacimiento De Axalco, Tlalpan, Ciudad De México 14408, México.",5385000.0,2002.0,14408,TLALPAN,EL DIVISADERO,3.0,2424.0,URBANO(A),COLONIA,"$5,385,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
242.0,242.0,3.0,3.0,1,"Acacias, Benito Juárez, Ciudad De México 03240, México.",11500000.0,2017.0,3240,BENITO JUAREZ,ACACIAS,1.0,6096.0,URBANO(A),COLONIA,"$11,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
200.0,300.0,2.0,3.0,2,"Jardines De Coyoacán, Coyoacán, Ciudad De México 04890, México.",8200000.0,1940.0,4890,COYOACAN,CAMPESTRE COYOACAN (FRACC),1.0,6339.0,URBANO(A),FRACCIONAMIENTO,"$8,200,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
51.0,51.0,2.0,1.0,0,"Nueva Industrial Vallejo, Gustavo A. Madero, Ciudad De México 07700, México.",1550000.0,2012.0,7700,GUSTAVO A. MADERO,NUEVA INDUSTRIAL VALLEJO (FRACC),1.0,6171.0,URBANO(A),UNIDAD HABITACIONAL,"$1,550,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
197.0,112.0,2.0,2.0,1,"Agrícola Oriental, Iztacalco, Ciudad De México 08500, México.",3300000.0,2023.0,8500,IZTACALCO,AGRICOLA ORIENTAL II,4.0,60520.0,URBANO(A),COLONIA,"$3,300,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
444.0,226.0,3.0,2.0,2,"Lomas De San Angel Inn, Alvaro Obregón, Ciudad De México 01790, México.",15475000.0,1974.0,1790,ALVARO OBREGON,LOMAS DE LOS ANGELES TETELPAN,4.0,7915.0,URBANO(A),COLONIA,"$15,475,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
100.0,100.0,1.0,1.0,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.",7500000.0,2017.0,3100,BENITO JUAREZ,INSURGENTES SAN BORJA,1.0,788.0,URBANO(A),COLONIA,"$7,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
47.0,47.0,2.0,1.0,0,"Santa Bárbara, Azcapotzalco, Ciudad De México 02230, México.",1299000.0,2016.0,2230,AZCAPOTZALCO,FERRERIA,3.0,10557.0,URBANO(A),UNIDAD HABITACIONAL,"$1,299,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
66.0,66.0,2.0,2.0,2,"Industrial San Antonio, Azcapotzalco, Ciudad De México 02760, México.",2926000.0,2020.0,2760,AZCAPOTZALCO,SANTA LUCIA (BARR),2.0,663.0,URBANO(A),CONJUNTO HABITACIONAL,"$2,926,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
80.0,80.0,2.0,1.0,1,"Los Reyes, Azcapotzalco, Ciudad De México 02010, México.",3200000.0,2022.0,2010,AZCAPOTZALCO,LOS REYES (BARR),5.0,8350.0,URBANO(A),COLONIA,"$3,200,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
48.5,48.5,2.0,1.0,1,"Santiago Atzacoalco, Gustavo A. Madero, Ciudad De México 07040, México.",1800000.0,2023.0,7040,GUSTAVO A. MADERO,SANTIAGO ATZACOALCO (PBLO),4.0,4789.0,URBANO(A),PUEBLO,"$1,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
199.0,120.0,3.0,2.0,4,"Presidentes, Alvaro Obregón, Ciudad De México 01290, México.",4300000.0,1979.0,1290,ALVARO OBREGON,DESARROLLO URBANO,4.0,9879.0,URBANO(A),COLONIA,"$4,300,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
140.0,244.0,6.0,5.0,3,"Reforma Iztaccíhuatl Sur, Iztacalco, Ciudad De México 08840, México.",6495000.0,1935.0,8840,IZTACALCO,REFORMA IZTACCIHUATL SUR,1.0,3622.0,URBANO(A),COLONIA,"$6,495,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
854.0,299.6,3.0,3.0,3,"Bosques De Las Lomas, Miguel Hidalgo, Ciudad De México 11700, México.",23000000.0,1925.0,11700,MIGUEL HIDALGO,BOSQUES DE LAS LOMAS,1.0,8046.0,URBANO(A),COLONIA,"$23,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
275.0,220.0,3.0,3.0,4,"Alcantarilla, Alvaro Obregón, Ciudad De México 01729, México.",6495000.0,1985.0,1729,ALVARO OBREGON,ALCANTARILLA,1.0,733.0,URBANO(A),COLONIA,"$6,495,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
274.0,221.0,3.0,3.0,4,"Olivar De Los Padres, Alvaro Obregón, Ciudad De México 01780, México.",6496500.0,1985.0,1780,ALVARO OBREGON,RESIDENCIAL MARIA ISABEL,3.0,1227.0,URBANO(A),CONJUNTO HABITACIONAL,"$6,496,500 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
157.6,157.6,3.0,3.0,1,"Santa Cruz Atoyac, Benito Juárez, Ciudad De México 03310, México.",4800000.0,1940.0,3310,BENITO JUAREZ,STA CRUZ ATOYAC,1.0,8600.0,URBANO(A),COLONIA,"$4,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
176.0,225.0,4.0,3.0,2,"San Sebastián, Azcapotzalco, Ciudad De México 02040, México.",4500000.0,1963.0,2040,AZCAPOTZALCO,DEL MAESTRO,5.0,5387.0,URBANO(A),COLONIA,"$4,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
139.0,139.0,3.0,2.0,0,"Nueva Santa María, Azcapotzalco, Ciudad De México 02800, México.",4200000.0,1968.0,2800,AZCAPOTZALCO,NUEVA SANTA MARIA,2.0,10194.0,URBANO(A),COLONIA,"$4,200,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
56.0,56.0,2.0,2.0,1,"Morelos, Cuauhtémoc, Ciudad De México 06200, México.",2350000.0,2015.0,6200,CUAUHTEMOC,MORELOS I,5.0,34684.0,URBANO(A),COLONIA,"$2,350,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
488.0,488.0,3.0,4.0,5,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.",21900000.0,2015.0,1710,ALVARO OBREGON,LOMAS DE LAS AGUILAS,4.0,19597.0,URBANO(A),COLONIA,"$21,900,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
257.0,250.0,3.0,3.0,2,"Irrigación, Miguel Hidalgo, Ciudad De México 11500, México.",17800000.0,1982.0,11500,MIGUEL HIDALGO,IRRIGACION,1.0,7887.0,URBANO(A),CONJUNTO HABITACIONAL,"$17,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
70.0,110.0,2.0,2.0,2,"Niños Héroes De Chapultepec, Benito Juárez, Ciudad De México 03440, México.",4190000.0,2020.0,3440,BENITO JUAREZ,NIÑOS HEROES DE CHAPULTEPEC,3.0,8724.0,URBANO(A),COLONIA,"$4,190,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
63.0,63.0,2.0,2.0,2,"Manzanastitla, Cuajimalpa De Morelos, Ciudad De México 05270, México.",3190000.0,2019.0,5270,CUAJIMALPA DE MORELOS,MANZANASTITLA,2.0,2099.0,URBANO(A),RESIDENCIAL,"$3,190,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
227.0,343.0,7.0,3.0,2,"Moctezuma, Venustiano Carranza, Ciudad De México 15530, México.",6700000.0,1971.0,15530,VENUSTIANO CARRANZA,MOCTEZUMA 1A SECCION,3.0,52927.0,URBANO(A),COLONIA,"$6,700,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
200.0,236.0,4.0,3.0,2,"Clavería, Azcapotzalco, Ciudad De México 02080, México.",8400000.0,1999.0,2080,AZCAPOTZALCO,CLAVERIA,3.0,9933.0,URBANO(A),COLONIA,"$8,400,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
184.0,222.0,4.0,3.0,2,"Los Sauces, Coyoacán, Ciudad De México 04940, México.",7500000.0,1940.0,4940,COYOACAN,LOS SAUCES (FRACC),1.0,944.0,URBANO(A),FRACCIONAMIENTO,"$7,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
227.7,227.7,3.0,2.0,5,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.",11950000.0,2000.0,1710,ALVARO OBREGON,LOMAS DE LAS AGUILAS,4.0,19597.0,URBANO(A),COLONIA,"$11,950,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
148.0,293.0,6.0,5.0,0,"Cerro Prieto, Gustavo A. Madero, Ciudad De México 07960, México.",4400000.0,1950.0,7960,GUSTAVO A. MADERO,EX-ESCUELA DE TIRO,4.0,8285.0,URBANO(A),COLONIA,"$4,400,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
110.0,110.0,3.0,2.0,0,"Narvarte Oriente, Benito Juárez, Ciudad De México 03023, México.",6300000.0,2019.0,3023,BENITO JUAREZ,NARVARTE I,2.0,19953.0,URBANO(A),COLONIA,"$6,300,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
247.0,317.0,3.0,3.0,1,"Del Valle Norte, Benito Juárez, Ciudad De México 03103, México.",13200000.0,2011.0,3103,BENITO JUAREZ,DEL VALLE I,3.0,18327.0,URBANO(A),COLONIA,"$13,200,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
59.0,59.0,2.0,1.0,1,"Villa Lázaro Cárdenas, Tlalpan, Ciudad De México 14370, México.",2690000.0,2012.0,14370,TLALPAN,SAN LORENZO HUIPULCO,3.0,10234.0,URBANO(A),COLONIA,"$2,690,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
381.0,452.0,3.0,3.0,4,"Flor De María, Alvaro Obregón, Ciudad De México 01760, México.",23900000.0,1989.0,1760,ALVARO OBREGON,ATLAMAYA,2.0,2875.0,URBANO(A),COLONIA,"$23,900,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
59.0,59.0,2.0,1.0,1,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.",2960000.0,2013.0,1010,ALVARO OBREGON,ALPES,2.0,5882.0,URBANO(A),COLONIA,"$2,960,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
120.0,230.0,4.0,4.0,2,"San Felipe De Jesús, Xochimilco, Ciudad De México 16770, México.",2800000.0,1997.0,16770,XOCHIMILCO,EL CARMEN,4.0,6580.0,URBANO(A),COLONIA,"$2,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
200.0,93.0,3.0,2.0,2,"Jardín Balbuena, Venustiano Carranza, Ciudad De México 15900, México.",6280000.0,1964.0,15900,VENUSTIANO CARRANZA,JARDIN BALBUENA I,2.0,31688.0,URBANO(A),COLONIA,"$6,280,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
160.0,281.0,4.0,2.0,2,"Villa Quietud, Coyoacán, Ciudad De México 04960, México.",6200000.0,1988.0,4960,COYOACAN,VILLA QUIETUD (FRACC),1.0,3743.0,URBANO(A),FRACCIONAMIENTO,"$6,200,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
222.4,180.0,7.0,3.0,4,"Providencia, Gustavo A. Madero, Ciudad De México 07550, México.",3496000.0,1977.0,7550,GUSTAVO A. MADERO,PROVIDENCIA (AMPL),5.0,33187.0,URBANO(A),COLONIA,"$3,496,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
70.0,70.0,2.0,1.0,1,"Libertad, Azcapotzalco, Ciudad De México 02050, México.",2700000.0,2001.0,2050,AZCAPOTZALCO,LIBERTAD,4.0,8224.0,URBANO(A),PUEBLO,"$2,700,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
55.0,55.0,2.0,2.0,1,"Pedregal de Santa Ursula, Coyoacán, Ciudad De México 04600, México.",2630000.0,2023.0,4600,COYOACAN,SANTA URSULA COAPA (PBLO),4.0,17953.0,URBANO(A),COLONIA,"$2,630,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
99.0,99.0,2.0,3.0,1,"Pedregal De Santo Domingo, Coyoacán, Ciudad De México 04369, México.",4650000.0,2024.0,4369,COYOACAN,LA CANTERA (U HAB),5.0,22185.0,URBANO(A),COLONIA,"$4,650,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
62.0,62.0,2.0,1.0,1,"Pedregal de Santa Ursula, Coyoacán, Ciudad De México 04600, México.",2630000.0,2024.0,4600,COYOACAN,SANTA URSULA COAPA (PBLO),4.0,17953.0,URBANO(A),COLONIA,"$2,630,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
120.0,120.0,3.0,3.0,2,"Pedregal de Santa Ursula, Coyoacán, Ciudad De México 04600, México.",6150000.0,2023.0,4600,COYOACAN,SANTA URSULA COAPA (PBLO),4.0,17953.0,URBANO(A),COLONIA,"$6,150,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
119.0,193.0,5.0,3.0,1,"Renovación, Iztapalapa, Ciudad De México 09209, México.",3975000.0,2020.0,9209,IZTAPALAPA,RENOVACION,5.0,15361.0,URBANO(A),COLONIA,"$3,975,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
93.0,280.0,3.0,3.0,3,"San José Insurgentes, Benito Juárez, Ciudad De México 03900, México.",13393333.0,2016.0,3900,BENITO JUAREZ,SAN JOSE INSURGENTES,1.0,5958.0,URBANO(A),COLONIA,"$13,393,333 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
361.0,504.0,3.0,3.0,3,"Lomas De Chapultepec, Miguel Hidalgo, Ciudad De México 11000, México.",29999000.0,1936.0,11000,MIGUEL HIDALGO,LOMAS DE CHAPULTEPEC I,1.0,12659.0,URBANO(A),COLONIA,"$29,999,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
131.0,105.0,4.0,3.0,2,"Alamos, Benito Juárez, Ciudad De México 03400, México.",4598500.0,2016.0,3400,BENITO JUAREZ,ALAMOS I,2.0,19120.0,URBANO(A),COLONIA,"$4,598,500 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
192.7,254.0,3.0,3.0,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.",7200000.0,1984.0,1010,ALVARO OBREGON,ALPES,2.0,5882.0,URBANO(A),COLONIA,"$7,200,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
71.0,71.0,2.0,1.0,1,"Trabajadores Del Hierro, Azcapotzalco, Ciudad De México 02650, México.",3250000.0,2022.0,2650,AZCAPOTZALCO,TRABAJADORES DEL HIERRO,2.0,3087.0,URBANO(A),COLONIA,"$3,250,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
71.0,71.0,2.0,1.0,1,"Trabajadores Del Hierro, Azcapotzalco, Ciudad De México 02650, México.",3250000.0,2022.0,2650,AZCAPOTZALCO,TRABAJADORES DEL HIERRO,2.0,3087.0,URBANO(A),COLONIA,"$3,250,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
69.0,69.0,2.0,1.0,2,"Trabajadores Del Hierro, Azcapotzalco, Ciudad De México 02650, México.",3500000.0,2022.0,2650,AZCAPOTZALCO,TRABAJADORES DEL HIERRO,2.0,3087.0,URBANO(A),COLONIA,"$3,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
69.0,69.0,2.0,1.0,1,"Trabajadores Del Hierro, Azcapotzalco, Ciudad De México 02650, México.",3250000.0,2022.0,2650,AZCAPOTZALCO,TRABAJADORES DEL HIERRO,2.0,3087.0,URBANO(A),COLONIA,"$3,250,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
161.0,111.0,3.0,2.0,2,"Tetelpan, Alvaro Obregón, Ciudad De México 01700, México.",5650000.0,2010.0,1700,ALVARO OBREGON,OCOTILLOS,3.0,11347.0,URBANO(A),COLONIA,"$5,650,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
117.2,280.0,5.0,3.0,1,"Los Olivos, Tláhuac, Ciudad De México 13210, México.",2850000.0,2005.0,13210,IZTAPALAPA,SANTA CRUZ VI (U HAB),3.0,696.0,URBANO(A),UNIDAD HABITACIONAL,"$2,850,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
62.0,62.0,1.0,1.0,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.",5020000.0,2024.0,6700,CUAUHTEMOC,ROMA NORTE I,3.0,27770.0,URBANO(A),COLONIA,"$5,020,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
62.0,62.0,1.0,1.0,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.",4710000.0,2022.0,6700,CUAUHTEMOC,ROMA NORTE I,3.0,27770.0,URBANO(A),COLONIA,"$4,710,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
199.0,191.6,3.0,1.0,2,"San Felipe De Jesús, Gustavo A. Madero, Ciudad De México 07510, México.",3750000.0,1935.0,7510,GUSTAVO A. MADERO,SAN FELIPE DE JESUS I,5.0,49892.0,URBANO(A),COLONIA,"$3,750,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
94.4,62.0,2.0,2.0,1,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.",4014770.0,2001.0,11320,MIGUEL HIDALGO,AHUEHUETES ANAHUAC,4.0,37553.0,URBANO(A),COLONIA,"$4,014,770 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
231.0,201.0,3.0,3.0,3,"La Candelaria, Coyoacán, Ciudad De México 04380, México.",6535000.0,1993.0,4380,COYOACAN,DE LA CANDELARIA (PBLO),3.0,8268.0,URBANO(A),PUEBLO,"$6,535,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
5000.0,620.0,5.0,5.0,10,"Tlalpuente, Tlalpan, Ciudad De México 14460, México.",25800000.0,1993.0,14460,TLALPAN,ATOCPA SUR,1.0,878.0,URBANO(A),COLONIA,"$25,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
144.0,144.0,3.0,3.0,1,"Del Valle Norte, Benito Juárez, Ciudad De México 03103, México.",5150000.0,2011.0,3103,BENITO JUAREZ,DEL VALLE I,3.0,18327.0,URBANO(A),COLONIA,"$5,150,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
288.8,420.0,3.0,3.0,3,"Torres Lindavista, Gustavo A. Madero, Ciudad De México 07708, México.",16800000.0,1988.0,7708,GUSTAVO A. MADERO,LINDAVISTA I,3.0,13313.0,URBANO(A),FRACCIONAMIENTO,"$16,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
100.9,90.7,2.0,2.0,1,"Guadalupe Inn, Alvaro Obregón, Ciudad De México 01020, México.",4900000.0,2011.0,1020,ALVARO OBREGON,GUADALUPE INN,1.0,5743.0,URBANO(A),COLONIA,"$4,900,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
55.0,55.0,2.0,2.0,1,"San Simón Tolnáhuac, Cuauhtémoc, Ciudad De México 06920, México.",2450000.0,2015.0,6920,CUAUHTEMOC,SAN SIMON TOLNAHUAC,2.0,9885.0,URBANO(A),COLONIA,"$2,450,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
122.0,196.0,5.0,4.0,0,"Ixtlahuacan, Iztapalapa, Ciudad De México 09690, México.",3500000.0,2010.0,9690,IZTAPALAPA,IXTLAHUACAN,4.0,17510.0,URBANO(A),COLONIA,"$3,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
229.0,229.0,3.0,3.0,3,"La Otra Banda, Alvaro Obregón, Ciudad De México 01090, México.",12850000.0,2010.0,1090,ALVARO OBREGON,LA OTRA BANDA,1.0,1332.0,URBANO(A),COLONIA,"$12,850,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
107.0,290.0,4.0,3.0,0,"Ejidos De San Pedro Mártir, Tlalpan, Ciudad De México 14640, México.",5000000.0,2000.0,14640,TLALPAN,EJIDOS DE SAN PEDRO MARTIR II (SUR),4.0,7425.0,URBANO(A),COLONIA,"$5,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
229.0,229.0,3.0,2.0,2,"Fuentes Del Pedregal, Tlalpan, Ciudad De México 14140, México.",6950000.0,1984.0,14140,TLALPAN,CONJUNTO HABITACIONAL PEDREGAL DEL LAGO,1.0,5293.0,URBANO(A),COLONIA,"$6,950,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
527.6,430.0,4.0,4.0,4,"San Bartolo Ameyalco, Alvaro Obregón, Ciudad De México 01800, México.",9150000.0,2010.0,1800,ALVARO OBREGON,OLIVAR DE LOS PADRES,4.0,37347.0,URBANO(A),COLONIA,"$9,150,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
77.0,77.0,3.0,1.0,1,"Tlalcoligia, Tlalpan, Ciudad De México 14430, México.",3250000.0,1952.0,14430,TLALPAN,TLALCOLIGIA,3.0,8115.0,URBANO(A),COLONIA,"$3,250,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
112.0,208.0,4.0,2.0,2,"Leyes De Reforma, Iztapalapa, Ciudad De México 09310, México.",3800000.0,1995.0,9310,IZTAPALAPA,LEYES DE REFORMA 1A SECCION,5.0,42674.0,URBANO(A),COLONIA,"$3,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
1017.0,921.0,7.0,5.0,5,"Lomas De Chapultepec, Miguel Hidalgo, Ciudad De México 11000, México.",59900000.0,1982.0,11000,MIGUEL HIDALGO,LOMAS DE CHAPULTEPEC I,1.0,12659.0,URBANO(A),COLONIA,"$59,900,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
657.0,850.0,6.0,5.0,3,"Santa Fe, Alvaro Obregón, Ciudad De México 01210, México.",28700000.0,2020.0,1210,ALVARO OBREGON,SANTA FE,3.0,17843.0,URBANO(A),PUEBLO,"$28,700,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
70.0,70.0,2.0,1.0,0,"Del Valle, Benito Juárez, Ciudad De México 03100, México.",3380000.0,1997.0,3100,BENITO JUAREZ,INSURGENTES SAN BORJA,1.0,788.0,URBANO(A),COLONIA,"$3,380,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
1411.0,34.0,1.0,1.0,30,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.",3509376.0,2023.0,6700,CUAUHTEMOC,ROMA NORTE I,3.0,27770.0,URBANO(A),COLONIA,"$3,509,376 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
284.0,352.0,3.0,2.0,4,"Lomas Estrella, Iztapalapa, Ciudad De México 09890, México.",7600000.0,1986.0,9890,IZTAPALAPA,LOMAS ESTRELLA  III (U HAB),3.0,24617.0,URBANO(A),UNIDAD HABITACIONAL,"$7,600,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
435.0,402.0,5.0,4.0,4,"Campestre Churubusco, Coyoacán, Ciudad De México 04200, México.",12550000.0,1964.0,4200,COYOACAN,CAMPESTRE CHURUBUSCO,2.0,12197.0,URBANO(A),COLONIA,"$12,550,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
402.0,45.0,2.0,2.0,2,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.",4016286.0,2024.0,6700,CUAUHTEMOC,ROMA NORTE I,3.0,27770.0,URBANO(A),COLONIA,"$4,016,286 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
432.0,39.0,2.0,2.0,2,"Roma Sur, Cuauhtémoc, Ciudad De México 06760, México.",3292065.0,2024.0,6760,CUAUHTEMOC,ROMA SUR I,3.0,17435.0,URBANO(A),COLONIA,"$3,292,065 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
843.0,431.0,3.0,2.0,5,"Cuautepec De Madero, Gustavo A. Madero, Ciudad De México 07200, México.",6900000.0,2002.0,7200,GUSTAVO A. MADERO,CUAUTEPEC DE MADERO,4.0,8937.0,URBANO(A),COLONIA,"$6,900,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
65.0,200.0,2.0,2.0,0,"Anahuac, Miguel Hidalgo, Ciudad De México 11320, México.",10500000.0,1969.0,11320,MIGUEL HIDALGO,AHUEHUETES ANAHUAC,4.0,37553.0,URBANO(A),COLONIA,"$10,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
100.0,241.0,3.0,3.0,2,"Zacatenco, Gustavo A. Madero, Ciudad De México 07360, México.",7510000.0,2019.0,7360,GUSTAVO A. MADERO,JUAN DE DIOS BATIZ (U HAB),3.0,12035.0,URBANO(A),PUEBLO,"$7,510,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
