terreno,construccion,recamaras,banos,estacionamientos,ubicacion,precio,anio_construct,cp,alcaldia,colonia,grado_marginalidad,pob_2010,tipo_seccion,tipo_col,precio_str,lat_long,lat,long
96.0,90.0,2.0,2.0,2,"San José Insurgentes, Benito Juárez, Ciudad De México 03900, México.",6052000.0,2001.0,3900,BENITO JUAREZ,SAN JOSE INSURGENTES,1.0,5958.0,URBANO(A),COLONIA,"$6,052,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
95.5,95.5,3.0,1.0,1,"Santa Cruz Atoyac, Benito Juárez, Ciudad De México 03310, México.",3800000.0,1984.0,3310,BENITO JUAREZ,STA CRUZ ATOYAC,1.0,8600.0,URBANO(A),COLONIA,"$3,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
53.0,53.0,2.0,1.0,1,"Cerro De La Estrella, Iztapalapa, Ciudad De México 09860, México.",1795000.0,2019.0,9860,IZTAPALAPA,ALCANFORES (U HAB),4.0,43664.0,URBANO(A),COLONIA,"$1,795,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
472.0,318.0,4.0,3.0,2,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.",16300000.0,1945.0,1710,ALVARO OBREGON,LOMAS DE LAS AGUILAS,4.0,19597.0,URBANO(A),COLONIA,"$16,300,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
78.0,78.0,2.0,1.0,0,"Juárez, Cuauhtémoc, Ciudad De México 06600, México.",4500000.0,1980.0,6600,CUAUHTEMOC,JUAREZ,2.0,10184.0,URBANO(A),COLONIA,"$4,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
78.0,78.0,2.0,1.0,0,"Juárez, Cuauhtémoc, Ciudad De México 06600, México.",4500000.0,1980.0,6600,CUAUHTEMOC,JUAREZ,2.0,10184.0,URBANO(A),COLONIA,"$4,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
64.0,64.0,1.0,1.0,0,"Ejidos De San Pedro Mártir, Tlalpan, Ciudad De México 14640, México.",1800000.0,2021.0,14640,TLALPAN,EJIDOS DE SAN PEDRO MARTIR II (SUR),4.0,7425.0,URBANO(A),COLONIA,"$1,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
130.0,130.0,3.0,2.0,1,"Ejidos De San Pedro Mártir, Tlalpan, Ciudad De México 14640, México.",3200000.0,2021.0,14640,TLALPAN,EJIDOS DE SAN PEDRO MARTIR II (SUR),4.0,7425.0,URBANO(A),COLONIA,"$3,200,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
80.0,80.0,2.0,2.0,1,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.",4000000.0,2008.0,11320,MIGUEL HIDALGO,AHUEHUETES ANAHUAC,4.0,37553.0,URBANO(A),COLONIA,"$4,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
133.7,133.7,3.0,2.0,3,"Granada, Miguel Hidalgo, Ciudad De México 11520, México.",13000000.0,2018.0,11520,MIGUEL HIDALGO,GRANADA,1.0,7164.0,URBANO(A),COLONIA,"$13,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
122.0,122.0,2.0,2.0,1,"Juárez, Cuauhtémoc, Ciudad De México 06600, México.",6430000.0,2008.0,6600,CUAUHTEMOC,JUAREZ,2.0,10184.0,URBANO(A),COLONIA,"$6,430,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
52.8,52.8,3.0,1.0,0,"Buenavista, Iztapalapa, Ciudad De México 09700, México.",857000.0,2015.0,9700,IZTAPALAPA,BARRANCAS DE GUADALUPE,5.0,111728.0,URBANO(A),COLONIA,"$857,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
270.0,600.0,8.0,4.0,3,"Roma Sur, Cuauhtémoc, Ciudad De México 06760, México.",37500000.0,1973.0,6760,CUAUHTEMOC,ROMA SUR I,3.0,17435.0,URBANO(A),COLONIA,"$37,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
251.0,259.0,4.0,2.0,5,"Parres El Guarda, Tlalpan, Ciudad De México 14900, México.",2600000.0,2016.0,14900,TLALPAN,PARRES EL GUARDA (PBLO),3.0,2766.0,MIXTO(A),PUEBLO,"$2,600,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
82.0,82.0,3.0,1.0,1,"Doctores, Cuauhtémoc, Ciudad De México 06720, México.",2950000.0,1994.0,6720,CUAUHTEMOC,DOCTORES I,5.0,44703.0,URBANO(A),COLONIA,"$2,950,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
112.4,160.0,3.0,3.0,2,"Potrero De San Bernardino, Xochimilco, Ciudad De México 16030, México.",6750000.0,1935.0,16030,XOCHIMILCO,HUICHAPAN,3.0,10319.0,URBANO(A),CONJUNTO HABITACIONAL,"$6,750,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
153.0,257.0,4.0,3.0,3,"Prado Churubusco, Coyoacán, Ciudad De México 04230, México.",7000000.0,1950.0,4230,COYOACAN,PRADO CHURUBUSCO,1.0,10469.0,URBANO(A),COLONIA,"$7,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
153.0,257.0,4.0,3.0,3,"Prado Churubusco, Coyoacán, Ciudad De México 04230, México.",7000000.0,1950.0,4230,COYOACAN,PRADO CHURUBUSCO,1.0,10469.0,URBANO(A),COLONIA,"$7,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
171.2,195.2,4.0,4.0,3,"Valle Escondido, Tlalpan, Ciudad De México 14600, México.",6990000.0,2022.0,14600,TLALPAN,VALLE ESCONDIDO,1.0,3432.0,URBANO(A),UNIDAD HABITACIONAL,"$6,990,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
132.0,132.0,3.0,2.0,3,"María Del Carmen, Benito Juárez, Ciudad De México 03540, México.",5450000.0,2024.0,3540,BENITO JUAREZ,MARIA DEL CARMEN,2.0,2781.0,URBANO(A),COLONIA,"$5,450,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
76.0,76.0,1.0,2.0,1,"Reforma Social, Miguel Hidalgo, Ciudad De México 11650, México.",4800000.0,2014.0,11650,MIGUEL HIDALGO,REFORMA SOCIAL,2.0,5794.0,URBANO(A),COLONIA,"$4,800,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
150.0,400.0,8.0,4.0,1,"Jardín Balbuena, Venustiano Carranza, Ciudad De México 15900, México.",13650000.0,1978.0,15900,VENUSTIANO CARRANZA,JARDIN BALBUENA I,2.0,31688.0,URBANO(A),COLONIA,"$13,650,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
495.0,556.0,3.0,3.0,5,"Cumbres de Sta. Fe, Cuajimalpa De Morelos, Ciudad De México 05600, México.",38900000.0,2011.0,5600,CUAJIMALPA DE MORELOS,CORREDOR SANTA FE,4.0,22585.0,URBANO(A),COLONIA,"$38,900,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
499.0,387.0,5.0,3.0,6,"Pedregal De San Nicolás 3a Secc., Tlalpan, Ciudad De México 14100, México.",8500000.0,1993.0,14100,TLALPAN,CHICHICASPATL,5.0,51604.0,URBANO(A),COLONIA,"$8,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
118.0,118.0,3.0,2.0,2,"Bosques De Tarango, Alvaro Obregón, Ciudad De México 01580, México.",3298500.0,1994.0,1580,ALVARO OBREGON,ATLAMAXAC,4.0,4383.0,URBANO(A),COLONIA,"$3,298,500 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
70.0,66.8,2.0,2.0,2,"Josefa Ortiz De Domínguez, Benito Juárez, Ciudad De México 03430, México.",3015218.0,2023.0,3430,BENITO JUAREZ,JOSEFA ORTIZ DE DOMINGUEZ,1.0,1375.0,URBANO(A),COLONIA,"$3,015,218 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
40.0,34.6,2.0,2.0,1,"Granada, Miguel Hidalgo, Ciudad De México 11520, México.",2568747.0,2023.0,11520,MIGUEL HIDALGO,GRANADA,1.0,7164.0,URBANO(A),COLONIA,"$2,568,747 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
500.0,83.2,3.0,2.0,1,"Letran Valle, Benito Juárez, Ciudad De México 03650, México.",4000000.0,2008.0,3650,BENITO JUAREZ,LETRAN VALLE,1.0,9815.0,URBANO(A),COLONIA,"$4,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
56.8,56.8,2.0,1.0,0,"Peralvillo, Cuauhtémoc, Ciudad De México 06220, México.",1700000.0,2010.0,6220,CUAUHTEMOC,PERALVILLO I,3.0,20213.0,URBANO(A),COLONIA,"$1,700,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
125.0,240.0,5.0,4.0,2,"El Rosedal, Coyoacán, Ciudad De México 04330, México.",8750000.0,1995.0,4330,COYOACAN,DEL NIÑO JESUS (BARR),3.0,23626.0,URBANO(A),PUEBLO,"$8,750,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
101.0,101.0,2.0,2.0,2,"Irrigación, Miguel Hidalgo, Ciudad De México 11500, México.",6100000.0,2009.0,11500,MIGUEL HIDALGO,IRRIGACION,1.0,7887.0,URBANO(A),CONJUNTO HABITACIONAL,"$6,100,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
68.0,65.0,2.0,2.0,1,"Escandón I Secc., Miguel Hidalgo, Ciudad De México 11800, México.",4334497.0,2024.0,11800,MIGUEL HIDALGO,ESCANDON I,3.0,26633.0,URBANO(A),COLONIA,"$4,334,497 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
70.0,61.2,2.0,2.0,2,"El Yaqui, Cuajimalpa De Morelos, Ciudad De México 05320, México.",3680965.0,2024.0,5320,CUAJIMALPA DE MORELOS,EL YAQUI,1.0,1125.0,URBANO(A),COLONIA,"$3,680,965 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
90.0,90.0,3.0,2.0,1,"Lomas Estrella, Iztapalapa, Ciudad De México 09890, México.",2890000.0,1999.0,9890,IZTAPALAPA,LOMAS ESTRELLA  III (U HAB),3.0,24617.0,URBANO(A),UNIDAD HABITACIONAL,"$2,890,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
65.0,65.0,2.0,2.0,1,"Independencia, Benito Juárez, Ciudad De México 03630, México.",3322000.0,2015.0,3630,BENITO JUAREZ,INDEPENDENCIA,3.0,9978.0,URBANO(A),COLONIA,"$3,322,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
97.0,112.0,3.0,1.0,2,"Alianza Popular Revolucionaria Fovissste, Coyoacán, Ciudad De México 04800, México.",4450000.0,1940.0,4800,COYOACAN,ALIANZA POPULAR REVOLUCIONARIA NORTE (U HAB),2.0,14821.0,URBANO(A),UNIDAD HABITACIONAL,"$4,450,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
228.0,370.0,4.0,4.0,3,"Atlamaya, Alvaro Obregón, Ciudad De México 01760, México.",14950000.0,2015.0,1760,ALVARO OBREGON,ATLAMAYA,2.0,2875.0,URBANO(A),COLONIA,"$14,950,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
75.0,75.0,2.0,2.0,1,"Santa María La Ribera, Cuauhtémoc, Ciudad De México 06400, México.",3375745.0,2016.0,6400,CUAUHTEMOC,SANTA MARIA LA RIBERA I,4.0,40960.0,URBANO(A),COLONIA,"$3,375,745 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
27.0,57.0,2.0,1.0,1,"San Juan Xalpa, Iztapalapa, Ciudad De México 09850, México.",990000.0,2002.0,9850,IZTAPALAPA,SANTA MARIA DEL MONTE,4.0,1437.0,URBANO(A),-,"$990,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
139.0,139.0,2.0,4.0,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.",7100000.0,2014.0,3100,BENITO JUAREZ,INSURGENTES SAN BORJA,1.0,788.0,URBANO(A),COLONIA,"$7,100,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
84.0,84.0,3.0,2.0,1,"San Clemente, Alvaro Obregón, Ciudad De México 01740, México.",3450000.0,1940.0,1740,ALVARO OBREGON,SAN CLEMENTE,5.0,9554.0,URBANO(A),COLONIA,"$3,450,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
43.0,43.0,1.0,1.0,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.",3600000.0,2015.0,6700,CUAUHTEMOC,ROMA NORTE I,3.0,27770.0,URBANO(A),COLONIA,"$3,600,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
46.0,46.0,1.0,1.0,0,"Cuauhtémoc, Cuauhtémoc, Ciudad De México 06500, México.",3350000.0,2016.0,6500,CUAUHTEMOC,CUAUHTEMOC,2.0,11399.0,URBANO(A),COLONIA,"$3,350,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
65.0,65.0,2.0,1.0,1,"Escandón, Miguel Hidalgo, Ciudad De México 11800, México.",3155000.0,2004.0,11800,MIGUEL HIDALGO,ESCANDON I,3.0,26633.0,URBANO(A),COLONIA,"$3,155,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
352.0,388.0,4.0,3.0,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.",17350000.0,1969.0,3100,BENITO JUAREZ,INSURGENTES SAN BORJA,1.0,788.0,URBANO(A),COLONIA,"$17,350,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
459.0,326.0,7.0,2.0,6,"Pueblo Nuevo Alto, La Magdalena Contreras, Ciudad De México 10640, México.",7000000.0,1994.0,10640,LA MAGDALENA CONTRERAS,PUEBLO NUEVO ALTO,5.0,15854.0,URBANO(A),COLONIA,"$7,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
1072.0,419.2,3.0,2.0,10,"Doctores, Cuauhtémoc, Ciudad De México 06720, México.",27000000.0,1973.0,6720,CUAUHTEMOC,DOCTORES I,5.0,44703.0,URBANO(A),COLONIA,"$27,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
300.0,386.7,5.0,4.0,3,"Avante, Coyoacán, Ciudad De México 04460, México.",7975000.0,1993.0,4460,COYOACAN,AVANTE,1.0,9655.0,URBANO(A),COLONIA,"$7,975,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
41.6,41.6,2.0,1.0,0,"Guerrero, Cuauhtémoc, Ciudad De México 06300, México.",1170000.0,1988.0,6300,CUAUHTEMOC,GUERRERO I,4.0,42339.0,URBANO(A),COLONIA,"$1,170,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
66.4,66.4,1.0,1.0,1,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.",5050000.0,2016.0,11320,MIGUEL HIDALGO,AHUEHUETES ANAHUAC,4.0,37553.0,URBANO(A),COLONIA,"$5,050,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
450.0,420.0,3.0,4.0,10,"Anahuac, Miguel Hidalgo, Ciudad De México 11320, México.",11300000.0,1970.0,11320,MIGUEL HIDALGO,AHUEHUETES ANAHUAC,4.0,37553.0,URBANO(A),COLONIA,"$11,300,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
167.0,262.0,3.0,1.0,3,"Del Carmen, Coyoacán, Ciudad De México 04100, México.",16400000.0,1960.0,4100,COYOACAN,DEL CARMEN,1.0,10460.0,URBANO(A),COLONIA,"$16,400,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
120.0,110.0,3.0,1.0,2,"Santa Ursula Xitla, Tlalpan, Ciudad De México 14420, México.",4500000.0,1980.0,14420,TLALPAN,ROCA DE CRISTAL,4.0,16365.0,URBANO(A),COLONIA,"$4,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
184.0,184.0,3.0,3.0,3,"La Otra Banda, Alvaro Obregón, Ciudad De México 01090, México.",10500000.0,2020.0,1090,ALVARO OBREGON,LA OTRA BANDA,1.0,1332.0,URBANO(A),COLONIA,"$10,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
299.0,140.0,4.0,4.0,3,"San Miguel Xicalco, Tlalpan, Ciudad De México 14490, México.",5400000.0,2018.0,14490,TLALPAN,SAN MIGUEL  XICALCO (PBLO),4.0,11737.0,URBANO(A),PUEBLO,"$5,400,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
405.0,165.0,3.0,2.0,6,"La Malinche, La Magdalena Contreras, Ciudad De México 10010, México.",6150000.0,2020.0,10010,LA MAGDALENA CONTRERAS,SAN BARTOLO AMEYALCO,5.0,15207.0,URBANO(A),COLONIA,"$6,150,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
274.2,255.5,3.0,3.0,3,"Rincón Del Bosque, Miguel Hidalgo, Ciudad De México 11580, México.",27982800.0,2023.0,11580,MIGUEL HIDALGO,RINCON DEL BOSQUE,1.0,645.0,URBANO(A),COLONIA,"$27,982,800 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
67.8,67.8,2.0,2.0,1,"María Del Carmen, Benito Juárez, Ciudad De México 03540, México.",3423200.0,2023.0,3540,BENITO JUAREZ,MARIA DEL CARMEN,2.0,2781.0,URBANO(A),COLONIA,"$3,423,200 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
665.0,600.0,3.0,3.0,215,"Olivar De Los Padres, Alvaro Obregón, Ciudad De México 01780, México.",21900000.0,2014.0,1780,ALVARO OBREGON,RESIDENCIAL MARIA ISABEL,3.0,1227.0,URBANO(A),CONJUNTO HABITACIONAL,"$21,900,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
174.0,230.0,4.0,2.0,2,"San Jerónimo Lídice, La Magdalena Contreras, Ciudad De México 10200, México.",8500000.0,1979.0,10200,LA MAGDALENA CONTRERAS,SAN JERONIMO ACULCO - LIDICE (PBLO),2.0,23330.0,URBANO(A),COLONIA,"$8,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
59.6,59.6,1.0,1.0,1,"Portales Oriente, Benito Juárez, Ciudad De México 03570, México.",3000000.0,2023.0,3570,BENITO JUAREZ,PORTALES ORIENTE,2.0,5434.0,URBANO(A),COLONIA,"$3,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
262.0,240.0,3.0,2.0,8,"Independencia, Benito Juárez, Ciudad De México 03630, México.",9500000.0,1950.0,3630,BENITO JUAREZ,INDEPENDENCIA,3.0,9978.0,URBANO(A),COLONIA,"$9,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
191.0,434.0,4.0,5.0,2,"Torres Lindavista, Gustavo A. Madero, Ciudad De México 07708, México.",14389999.0,2004.0,7708,GUSTAVO A. MADERO,LINDAVISTA I,3.0,13313.0,URBANO(A),FRACCIONAMIENTO,"$14,389,999 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
124.0,124.0,2.0,2.0,2,"Torres De Potrero, Alvaro Obregón, Ciudad De México 01840, México.",6400000.0,2004.0,1840,ALVARO OBREGON,TORRES DE POTRERO,4.0,14207.0,URBANO(A),COLONIA,"$6,400,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
124.0,124.0,2.0,2.0,2,"Torres De Potrero, Alvaro Obregón, Ciudad De México 01840, México.",6400000.0,2004.0,1840,ALVARO OBREGON,TORRES DE POTRERO,4.0,14207.0,URBANO(A),COLONIA,"$6,400,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
218.0,218.0,4.0,4.0,3,"Polanco Chapultepec, Miguel Hidalgo, Ciudad De México 11560, México.",29000000.0,2024.0,11560,MIGUEL HIDALGO,CHAPULTEPEC MORALES (POLANCO),1.0,13953.0,URBANO(A),COLONIA,"$29,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
218.0,218.0,4.0,4.0,3,"Polanco Chapultepec, Miguel Hidalgo, Ciudad De México 11560, México.",29000000.0,2024.0,11560,MIGUEL HIDALGO,CHAPULTEPEC MORALES (POLANCO),1.0,13953.0,URBANO(A),COLONIA,"$29,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
223.0,223.0,4.0,4.0,4,"Polanco Chapultepec, Miguel Hidalgo, Ciudad De México 11560, México.",29500000.0,2024.0,11560,MIGUEL HIDALGO,CHAPULTEPEC MORALES (POLANCO),1.0,13953.0,URBANO(A),COLONIA,"$29,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
80.0,80.0,2.0,1.0,1,"Tlalcoligia, Tlalpan, Ciudad De México 14430, México.",2950000.0,1972.0,14430,TLALPAN,TLALCOLIGIA,3.0,8115.0,URBANO(A),COLONIA,"$2,950,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
120.3,120.3,3.0,3.0,1,"San Pedro De Los Pinos, Benito Juárez, Ciudad De México 03800, México.",6400000.0,2024.0,3800,BENITO JUAREZ,SAN PEDRO DE LOS  PINOS,2.0,12007.0,URBANO(A),COLONIA,"$6,400,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
147.0,147.0,3.0,3.0,1,"San Pedro De Los Pinos, Benito Juárez, Ciudad De México 03800, México.",6200000.0,2024.0,3800,BENITO JUAREZ,SAN PEDRO DE LOS  PINOS,2.0,12007.0,URBANO(A),COLONIA,"$6,200,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
138.7,126.0,2.0,3.0,2,"Acacias, Benito Juárez, Ciudad De México 03240, México.",9900000.0,2023.0,3240,BENITO JUAREZ,ACACIAS,1.0,6096.0,URBANO(A),COLONIA,"$9,900,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
295.0,162.0,3.0,4.0,3,"San Jerónimo Lídice, La Magdalena Contreras, Ciudad De México 10200, México.",9437000.0,1994.0,10200,LA MAGDALENA CONTRERAS,SAN JERONIMO ACULCO - LIDICE (PBLO),2.0,23330.0,URBANO(A),COLONIA,"$9,437,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
122.0,281.0,5.0,3.0,1,"Lomas De San Lorenzo, Iztapalapa, Ciudad De México 09780, México.",4900000.0,1930.0,9780,IZTAPALAPA,JARDINES DE SAN LORENZO,5.0,60938.0,URBANO(A),COLONIA,"$4,900,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
72.6,74.8,2.0,2.0,2,"Adolfo López Mateos, Cuajimalpa De Morelos, Ciudad De México 05280, México.",3338400.0,2023.0,5280,CUAJIMALPA DE MORELOS,ADOLFO LOPEZ MATEOS,2.0,1513.0,URBANO(A),COLONIA,"$3,338,400 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
69.6,69.6,2.0,2.0,1,"Portales Oriente, Benito Juárez, Ciudad De México 03570, México.",3462400.0,2023.0,3570,BENITO JUAREZ,PORTALES ORIENTE,2.0,5434.0,URBANO(A),COLONIA,"$3,462,400 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
63.9,63.9,2.0,2.0,1,"Santa María La Ribera, Cuauhtémoc, Ciudad De México 06400, México.",3518400.0,2024.0,6400,CUAUHTEMOC,SANTA MARIA LA RIBERA I,4.0,40960.0,URBANO(A),COLONIA,"$3,518,400 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
165.0,165.0,3.0,2.0,1,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.",4985000.0,1979.0,1010,ALVARO OBREGON,ALPES,2.0,5882.0,URBANO(A),COLONIA,"$4,985,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
104.0,104.0,2.0,2.0,2,"Xoco, Benito Juárez, Ciudad De México 03330, México.",9700000.0,2022.0,3330,BENITO JUAREZ,XOCO,1.0,4002.0,URBANO(A),COLONIA,"$9,700,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
70.0,70.0,2.0,2.0,1,"Ciudad De Los Deportes, Benito Juárez, Ciudad De México 03710, México.",4433825.0,2024.0,3710,BENITO JUAREZ,CIUDAD DE LOS DEPORTES,1.0,4100.0,URBANO(A),COLONIA,"$4,433,825 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
130.0,130.0,2.0,2.0,1,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.",6405905.0,2024.0,3700,BENITO JUAREZ,NONOALCO,1.0,8154.0,URBANO(A),COLONIA,"$6,405,905 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
107.0,107.0,2.0,2.0,1,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.",5439060.0,2024.0,3700,BENITO JUAREZ,NONOALCO,1.0,8154.0,URBANO(A),COLONIA,"$5,439,060 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
40.0,36.4,1.0,1.0,0,"Juárez, Cuauhtémoc, Ciudad De México 06600, México.",4163800.0,2023.0,6600,CUAUHTEMOC,JUAREZ,2.0,10184.0,URBANO(A),COLONIA,"$4,163,800 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
59.8,59.8,2.0,1.0,0,"San Andrés, Azcapotzalco, Ciudad De México 02240, México.",1875000.0,2000.0,2240,AZCAPOTZALCO,SAN ANDRES (BARR),5.0,13565.0,URBANO(A),CONJUNTO HABITACIONAL,"$1,875,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
47.0,47.0,2.0,1.0,1,"Ejercito De Agua Prieta, Iztapalapa, Ciudad De México 09578, México.",697000.0,2022.0,9578,IZTAPALAPA,EJERCITO DE AGUA PRIETA,4.0,8719.0,URBANO(A),COLONIA,"$697,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
220.0,150.0,3.0,2.0,3,"Ejidos De San Pedro Mártir, Tlalpan, Ciudad De México 14640, México.",3500000.0,2003.0,14640,TLALPAN,EJIDOS DE SAN PEDRO MARTIR II (SUR),4.0,7425.0,URBANO(A),COLONIA,"$3,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
220.0,220.0,3.0,3.0,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.",9500000.0,2016.0,3100,BENITO JUAREZ,INSURGENTES SAN BORJA,1.0,788.0,URBANO(A),COLONIA,"$9,500,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
920.0,320.0,5.0,3.0,5,"San Juan Tepepan, Xochimilco, Ciudad De México 16020, México.",9000000.0,1958.0,16020,XOCHIMILCO,LA NORIA,4.0,15938.0,URBANO(A),PUEBLO,"$9,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
54.0,54.0,2.0,1.0,1,"San Miguel Amantla, Azcapotzalco, Ciudad De México 02700, México.",1945000.0,2024.0,2700,AZCAPOTZALCO,SAN  MIGUEL AMANTLA (PBLO),4.0,8305.0,URBANO(A),PUEBLO,"$1,945,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
654.0,750.0,3.0,5.0,6,"Bosques De Las Lomas, Miguel Hidalgo, Ciudad De México 11700, México.",29000000.0,2000.0,11700,MIGUEL HIDALGO,BOSQUES DE LAS LOMAS,1.0,8046.0,URBANO(A),COLONIA,"$29,000,000 MXN","(19.4326296, -99.1331785)",19.4326296,-99.1331785
