,,CATALOGO DE COLONIAS DEL ESTADO DE DISTRITO FEDERAL,CATALOGO DE COLONIAS ,,,,,,,,
,,,,,,,,,,,
,ID,ENTIDAD,DISTRITO,MUNICIPIO,NOMBRE DEL MUNICIPIO,SECCION,TIPO DE SECCION,TIPO DE COLONIA,NOMBRE DE LA COLONIA,CP,CONTROL
,1619,9,1,5,GUSTAVO A. MADERO,940,URBANO(A),COLONIA,LA PASTORA,7290,1725
,1619,9,1,5,GUSTAVO A. MADERO,941,URBANO(A),COLONIA,LA PASTORA,7290,1725
,1619,9,1,5,GUSTAVO A. MADERO,942,URBANO(A),COLONIA,LA PASTORA,7290,1725
,1588,9,1,5,GUSTAVO A. MADERO,943,URBANO(A),COLONIA,JORGE NEGRETE,7280,1691
,1588,9,1,5,GUSTAVO A. MADERO,944,URBANO(A),COLONIA,JORGE NEGRETE,7280,1691
,1583,9,1,5,GUSTAVO A. MADERO,945,URBANO(A),UNIDAD HABITACIONAL,EL ARBOLILLO 1,7269,1686
,1583,9,1,5,GUSTAVO A. MADERO,946,URBANO(A),UNIDAD HABITACIONAL,EL ARBOLILLO 1,7269,1686
,1582,9,1,5,GUSTAVO A. MADERO,947,URBANO(A),COLONIA,SOLIDARIDAD NACIONAL,7268,1685
,1583,9,1,5,GUSTAVO A. MADERO,948,URBANO(A),UNIDAD HABITACIONAL,EL ARBOLILLO 1,7269,1686
,1583,9,1,5,GUSTAVO A. MADERO,949,URBANO(A),UNIDAD HABITACIONAL,EL ARBOLILLO 1,7269,1686
,1583,9,1,5,GUSTAVO A. MADERO,950,URBANO(A),UNIDAD HABITACIONAL,EL ARBOLILLO 1,7269,1686
,1583,9,1,5,GUSTAVO A. MADERO,951,URBANO(A),UNIDAD HABITACIONAL,EL ARBOLILLO 1,7269,1686
,1583,9,1,5,GUSTAVO A. MADERO,952,URBANO(A),UNIDAD HABITACIONAL,EL ARBOLILLO 1,7269,1686
,1588,9,1,5,GUSTAVO A. MADERO,953,URBANO(A),COLONIA,JORGE NEGRETE,7280,1691
,1585,9,1,5,GUSTAVO A. MADERO,954,URBANO(A),UNIDAD HABITACIONAL,BUGAMBILIAS DE TICOMAN,7280,1688
,1588,9,1,5,GUSTAVO A. MADERO,954,URBANO(A),COLONIA,JORGE NEGRETE,7280,1691
,1587,9,1,5,GUSTAVO A. MADERO,954,URBANO(A),UNIDAD HABITACIONAL,MOSAIQUERA,7280,1690
,1584,9,1,5,GUSTAVO A. MADERO,954,URBANO(A),UNIDAD HABITACIONAL,SEDENA,7240,1687
,1586,9,1,5,GUSTAVO A. MADERO,954,URBANO(A),UNIDAD HABITACIONAL,TICOMAN,7280,1689
,1588,9,1,5,GUSTAVO A. MADERO,955,URBANO(A),COLONIA,JORGE NEGRETE,7280,1691
,1619,9,1,5,GUSTAVO A. MADERO,956,URBANO(A),COLONIA,LA PASTORA,7290,1725
,1619,9,1,5,GUSTAVO A. MADERO,957,URBANO(A),COLONIA,LA PASTORA,7290,1725
,1581,9,1,5,GUSTAVO A. MADERO,958,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1581,9,1,5,GUSTAVO A. MADERO,959,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1581,9,1,5,GUSTAVO A. MADERO,960,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1581,9,1,5,GUSTAVO A. MADERO,961,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1581,9,1,5,GUSTAVO A. MADERO,962,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1581,9,1,5,GUSTAVO A. MADERO,963,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1581,9,1,5,GUSTAVO A. MADERO,964,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1581,9,1,5,GUSTAVO A. MADERO,965,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1620,9,1,5,GUSTAVO A. MADERO,966,URBANO(A),BARRIO,LA CANDELARIA TICOMAN,7310,1726
,1619,9,1,5,GUSTAVO A. MADERO,966,URBANO(A),COLONIA,LA PASTORA,7290,1725
,1620,9,1,5,GUSTAVO A. MADERO,967,URBANO(A),BARRIO,LA CANDELARIA TICOMAN,7310,1726
,1620,9,1,5,GUSTAVO A. MADERO,968,URBANO(A),BARRIO,LA CANDELARIA TICOMAN,7310,1726
,1620,9,1,5,GUSTAVO A. MADERO,969,URBANO(A),BARRIO,LA CANDELARIA TICOMAN,7310,1726
,1620,9,1,5,GUSTAVO A. MADERO,970,URBANO(A),BARRIO,LA CANDELARIA TICOMAN,7310,1726
,1618,9,1,5,GUSTAVO A. MADERO,970,URBANO(A),BARRIO,SAN JUAN Y GUADALUPE TICOMAN,7350,1724
,1618,9,1,5,GUSTAVO A. MADERO,971,URBANO(A),BARRIO,SAN JUAN Y GUADALUPE TICOMAN,7350,1724
,1618,9,1,5,GUSTAVO A. MADERO,972,URBANO(A),BARRIO,SAN JUAN Y GUADALUPE TICOMAN,7350,1724
,1618,9,1,5,GUSTAVO A. MADERO,973,URBANO(A),BARRIO,SAN JUAN Y GUADALUPE TICOMAN,7350,1724
,1618,9,1,5,GUSTAVO A. MADERO,974,URBANO(A),BARRIO,SAN JUAN Y GUADALUPE TICOMAN,7350,1724
,1618,9,1,5,GUSTAVO A. MADERO,975,URBANO(A),BARRIO,SAN JUAN Y GUADALUPE TICOMAN,7350,1724
,2452,9,1,5,GUSTAVO A. MADERO,975,URBANO(A),COLONIA,SANTA MARIA TICOMAN,7330,3524
,1620,9,1,5,GUSTAVO A. MADERO,976,URBANO(A),BARRIO,LA CANDELARIA TICOMAN,7310,1726
,2343,9,1,5,GUSTAVO A. MADERO,976,URBANO(A),UNIDAD HABITACIONAL,RESIDENCIAL ACUEDUCTO,7310,3423
,1590,9,1,5,GUSTAVO A. MADERO,977,URBANO(A),RESIDENCIAL,ACUEDUCTO DE GUADALUPE,7279,1693
,1590,9,1,5,GUSTAVO A. MADERO,978,URBANO(A),RESIDENCIAL,ACUEDUCTO DE GUADALUPE,7279,1693
,1581,9,1,5,GUSTAVO A. MADERO,979,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1590,9,1,5,GUSTAVO A. MADERO,980,URBANO(A),RESIDENCIAL,ACUEDUCTO DE GUADALUPE,7279,1693
,1589,9,1,5,GUSTAVO A. MADERO,980,URBANO(A),UNIDAD HABITACIONAL,MODULAR DE ACUEDUCTO,7279,1692
,1590,9,1,5,GUSTAVO A. MADERO,981,URBANO(A),RESIDENCIAL,ACUEDUCTO DE GUADALUPE,7279,1693
,1589,9,1,5,GUSTAVO A. MADERO,981,URBANO(A),UNIDAD HABITACIONAL,MODULAR DE ACUEDUCTO,7279,1692
,1590,9,1,5,GUSTAVO A. MADERO,982,URBANO(A),RESIDENCIAL,ACUEDUCTO DE GUADALUPE,7279,1693
,1581,9,1,5,GUSTAVO A. MADERO,983,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1581,9,1,5,GUSTAVO A. MADERO,984,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1590,9,1,5,GUSTAVO A. MADERO,985,URBANO(A),RESIDENCIAL,ACUEDUCTO DE GUADALUPE,7279,1693
,1595,9,1,5,GUSTAVO A. MADERO,986,URBANO(A),COLONIA,SAN JOSE DE LA ESCALERA,7630,1698
,1594,9,1,5,GUSTAVO A. MADERO,988,URBANO(A),COLONIA,SANTA ROSA,7620,1697
,1594,9,1,5,GUSTAVO A. MADERO,989,URBANO(A),COLONIA,SANTA ROSA,7620,1697
,1594,9,1,5,GUSTAVO A. MADERO,990,URBANO(A),COLONIA,SANTA ROSA,7620,1697
,1594,9,1,5,GUSTAVO A. MADERO,991,URBANO(A),COLONIA,SANTA ROSA,7620,1697
,1594,9,1,5,GUSTAVO A. MADERO,992,URBANO(A),COLONIA,SANTA ROSA,7620,1697
,1594,9,1,5,GUSTAVO A. MADERO,993,URBANO(A),COLONIA,SANTA ROSA,7620,1697
,1595,9,1,5,GUSTAVO A. MADERO,994,URBANO(A),COLONIA,SAN JOSE DE LA ESCALERA,7630,1698
,1595,9,1,5,GUSTAVO A. MADERO,995,URBANO(A),COLONIA,SAN JOSE DE LA ESCALERA,7630,1698
,1617,9,1,5,GUSTAVO A. MADERO,995,URBANO(A),COLONIA,SANTIAGO ATEPETLAC,7640,1723
,1617,9,1,5,GUSTAVO A. MADERO,996,URBANO(A),COLONIA,SANTIAGO ATEPETLAC,7640,1723
,1617,9,1,5,GUSTAVO A. MADERO,997,URBANO(A),COLONIA,SANTIAGO ATEPETLAC,7640,1723
,1615,9,1,5,GUSTAVO A. MADERO,998,URBANO(A),COLONIA,GUADALUPE PROLETARIA,7670,1721
,1591,9,1,5,GUSTAVO A. MADERO,998,URBANO(A),UNIDAD HABITACIONAL,LOS REMEDIOS,7670,1694
,1616,9,1,5,GUSTAVO A. MADERO,999,URBANO(A),AMPLIACION,GUADALUPE PROLETARIA,7680,1722
,1615,9,1,5,GUSTAVO A. MADERO,999,URBANO(A),COLONIA,GUADALUPE PROLETARIA,7670,1721
,1615,9,1,5,GUSTAVO A. MADERO,1000,URBANO(A),COLONIA,GUADALUPE PROLETARIA,7670,1721
,1616,9,1,5,GUSTAVO A. MADERO,1000,URBANO(A),AMPLIACION,GUADALUPE PROLETARIA,7680,1722
,1616,9,1,5,GUSTAVO A. MADERO,1001,URBANO(A),AMPLIACION,GUADALUPE PROLETARIA,7680,1722
,1616,9,1,5,GUSTAVO A. MADERO,1002,URBANO(A),AMPLIACION,GUADALUPE PROLETARIA,7680,1722
,1597,9,1,5,GUSTAVO A. MADERO,1002,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1593,9,1,5,GUSTAVO A. MADERO,1002,URBANO(A),UNIDAD HABITACIONAL,SANTIAGO ATEPETLAC,7690,1696
,1616,9,1,5,GUSTAVO A. MADERO,1003,URBANO(A),AMPLIACION,GUADALUPE PROLETARIA,7680,1722
,1597,9,1,5,GUSTAVO A. MADERO,1003,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1615,9,1,5,GUSTAVO A. MADERO,1004,URBANO(A),COLONIA,GUADALUPE PROLETARIA,7670,1721
,1597,9,1,5,GUSTAVO A. MADERO,1004,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1615,9,1,5,GUSTAVO A. MADERO,1005,URBANO(A),COLONIA,GUADALUPE PROLETARIA,7670,1721
,1616,9,1,5,GUSTAVO A. MADERO,1005,URBANO(A),AMPLIACION,GUADALUPE PROLETARIA,7680,1722
,1615,9,1,5,GUSTAVO A. MADERO,1006,URBANO(A),COLONIA,GUADALUPE PROLETARIA,7670,1721
,1615,9,1,5,GUSTAVO A. MADERO,1007,URBANO(A),COLONIA,GUADALUPE PROLETARIA,7670,1721
,1615,9,1,5,GUSTAVO A. MADERO,1008,URBANO(A),COLONIA,GUADALUPE PROLETARIA,7670,1721
,1617,9,1,5,GUSTAVO A. MADERO,1008,URBANO(A),COLONIA,SANTIAGO ATEPETLAC,7640,1723
,1595,9,1,5,GUSTAVO A. MADERO,1009,URBANO(A),COLONIA,SAN JOSE DE LA ESCALERA,7630,1698
,1617,9,1,5,GUSTAVO A. MADERO,1009,URBANO(A),COLONIA,SANTIAGO ATEPETLAC,7640,1723
,1597,9,1,5,GUSTAVO A. MADERO,1010,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1595,9,1,5,GUSTAVO A. MADERO,1010,URBANO(A),COLONIA,SAN JOSE DE LA ESCALERA,7630,1698
,1617,9,1,5,GUSTAVO A. MADERO,1010,URBANO(A),COLONIA,SANTIAGO ATEPETLAC,7640,1723
,1594,9,1,5,GUSTAVO A. MADERO,1011,URBANO(A),COLONIA,SANTA ROSA,7620,1697
,1594,9,1,5,GUSTAVO A. MADERO,1012,URBANO(A),COLONIA,SANTA ROSA,7620,1697
,1597,9,1,5,GUSTAVO A. MADERO,1013,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1597,9,1,5,GUSTAVO A. MADERO,1014,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1592,9,1,5,GUSTAVO A. MADERO,1014,URBANO(A),UNIDAD HABITACIONAL,SANTIAGUITO 75,7271,1695
,1597,9,1,5,GUSTAVO A. MADERO,1015,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1597,9,1,5,GUSTAVO A. MADERO,1016,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1597,9,1,5,GUSTAVO A. MADERO,1017,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1597,9,1,5,GUSTAVO A. MADERO,1018,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1597,9,1,5,GUSTAVO A. MADERO,1019,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1597,9,1,5,GUSTAVO A. MADERO,1020,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1597,9,1,5,GUSTAVO A. MADERO,1021,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1596,9,1,5,GUSTAVO A. MADERO,1022,URBANO(A),AMPLIACION,PROGRESO NACIONAL,7650,1699
,1597,9,1,5,GUSTAVO A. MADERO,1022,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1596,9,1,5,GUSTAVO A. MADERO,1023,URBANO(A),AMPLIACION,PROGRESO NACIONAL,7650,1699
,1597,9,1,5,GUSTAVO A. MADERO,1023,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1596,9,1,5,GUSTAVO A. MADERO,1024,URBANO(A),AMPLIACION,PROGRESO NACIONAL,7650,1699
,1596,9,1,5,GUSTAVO A. MADERO,1025,URBANO(A),AMPLIACION,PROGRESO NACIONAL,7650,1699
,1596,9,1,5,GUSTAVO A. MADERO,1026,URBANO(A),AMPLIACION,PROGRESO NACIONAL,7650,1699
,1596,9,1,5,GUSTAVO A. MADERO,1027,URBANO(A),AMPLIACION,PROGRESO NACIONAL,7650,1699
,116,9,1,5,GUSTAVO A. MADERO,1028,URBANO(A),UNIDAD HABITACIONAL,DETRAC HEBERTO CASTILLO,7700,119
,123,9,1,5,GUSTAVO A. MADERO,1028,URBANO(A),UNIDAD HABITACIONAL,HECTOMETRO VALLEJO,7710,126
,186,9,1,5,GUSTAVO A. MADERO,1028,URBANO(A),UNIDAD HABITACIONAL,LA ESPERANZA,7700,189
,185,9,1,5,GUSTAVO A. MADERO,1028,URBANO(A),UNIDAD HABITACIONAL,MARGARITAS 2000,7700,188
,2249,9,1,5,GUSTAVO A. MADERO,1028,URBANO(A),UNIDAD HABITACIONAL,MEXICO NUEVO(100 METROS),7710,2413
,189,9,1,5,GUSTAVO A. MADERO,1028,URBANO(A),FRACCIONAMIENTO,NUEVA INDUSTRIAL VALLEJO,7700,192
,2335,9,1,5,GUSTAVO A. MADERO,1028,URBANO(A),UNIDAD HABITACIONAL,RDCIAL MARGARITA MAZA,7700,3415
,183,9,1,5,GUSTAVO A. MADERO,1028,URBANO(A),UNIDAD HABITACIONAL,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,7700,186
,2271,9,1,5,GUSTAVO A. MADERO,1028,URBANO(A),UNIDAD HABITACIONAL,TERRAZAS LINDAVISTA RESIDENCIAL,7700,3376
,189,9,1,5,GUSTAVO A. MADERO,1029,URBANO(A),FRACCIONAMIENTO,NUEVA INDUSTRIAL VALLEJO,7700,192
,187,9,1,5,GUSTAVO A. MADERO,1029,URBANO(A),UNIDAD HABITACIONAL,PATERA VALLEJO,7710,190
,189,9,1,5,GUSTAVO A. MADERO,1030,URBANO(A),FRACCIONAMIENTO,NUEVA INDUSTRIAL VALLEJO,7700,192
,187,9,1,5,GUSTAVO A. MADERO,1030,URBANO(A),UNIDAD HABITACIONAL,PATERA VALLEJO,7710,190
,189,9,1,5,GUSTAVO A. MADERO,1031,URBANO(A),FRACCIONAMIENTO,NUEVA INDUSTRIAL VALLEJO,7700,192
,187,9,1,5,GUSTAVO A. MADERO,1031,URBANO(A),UNIDAD HABITACIONAL,PATERA VALLEJO,7710,190
,189,9,1,5,GUSTAVO A. MADERO,1032,URBANO(A),FRACCIONAMIENTO,NUEVA INDUSTRIAL VALLEJO,7700,192
,187,9,1,5,GUSTAVO A. MADERO,1032,URBANO(A),UNIDAD HABITACIONAL,PATERA VALLEJO,7710,190
,189,9,1,5,GUSTAVO A. MADERO,1033,URBANO(A),FRACCIONAMIENTO,NUEVA INDUSTRIAL VALLEJO,7700,192
,179,9,1,5,GUSTAVO A. MADERO,1033,URBANO(A),COLONIA,SIETE MARAVILLAS,7707,182
,182,9,1,5,GUSTAVO A. MADERO,1033,URBANO(A),FRACCIONAMIENTO,TORRES LINDAVISTA,7708,185
,114,9,1,5,GUSTAVO A. MADERO,1034,URBANO(A),FRACCIONAMIENTO,COSTAS DEL MEDITERRANEO,7708,117
,121,9,1,5,GUSTAVO A. MADERO,1034,URBANO(A),UNIDAD HABITACIONAL,FUTURAMA OASIS,7708,124
,179,9,1,5,GUSTAVO A. MADERO,1034,URBANO(A),COLONIA,SIETE MARAVILLAS,7707,182
,177,9,1,5,GUSTAVO A. MADERO,1034,URBANO(A),UNIDAD HABITACIONAL,SIETE MARAVILLAS,7707,180
,182,9,1,5,GUSTAVO A. MADERO,1034,URBANO(A),FRACCIONAMIENTO,TORRES LINDAVISTA,7708,185
,180,9,1,5,GUSTAVO A. MADERO,1035,URBANO(A),UNIDAD HABITACIONAL,RESIDENCIAL ELITE,7707,183
,179,9,1,5,GUSTAVO A. MADERO,1035,URBANO(A),COLONIA,SIETE MARAVILLAS,7707,182
,110,9,1,5,GUSTAVO A. MADERO,1036,URBANO(A),UNIDAD HABITACIONAL,BOSQUES LA SALLE,7707,113
,132,9,1,5,GUSTAVO A. MADERO,1036,URBANO(A),UNIDAD HABITACIONAL,LA SALLE,7707,135
,181,9,1,5,GUSTAVO A. MADERO,1036,URBANO(A),UNIDAD HABITACIONAL,SAN JOSE DE LA ESCALERA,7707,184
,179,9,1,5,GUSTAVO A. MADERO,1036,URBANO(A),COLONIA,SIETE MARAVILLAS,7707,182
,182,9,1,5,GUSTAVO A. MADERO,1036,URBANO(A),FRACCIONAMIENTO,TORRES LINDAVISTA,7708,185
,127,9,1,5,GUSTAVO A. MADERO,1037,URBANO(A),UNIDAD HABITACIONAL,JARDINES DEL MEDITERRANEO II,7320,130
,130,9,1,5,GUSTAVO A. MADERO,1037,URBANO(A),BARRIO,LA PURISIMA TICOMAN,7320,133
,126,9,1,5,GUSTAVO A. MADERO,1038,URBANO(A),UNIDAD HABITACIONAL,JARDINES DEL MEDITERRANEO,7320,129
,130,9,1,5,GUSTAVO A. MADERO,1038,URBANO(A),BARRIO,LA PURISIMA TICOMAN,7320,133
,207,9,1,5,GUSTAVO A. MADERO,1038,URBANO(A),UNIDAD HABITACIONAL,SAN BERNARDINO TICOMAN I,7320,210
,208,9,1,5,GUSTAVO A. MADERO,1038,URBANO(A),UNIDAD HABITACIONAL,SUTIC VALLEJO,7320,211
,125,9,1,5,GUSTAVO A. MADERO,1039,URBANO(A),UNIDAD HABITACIONAL,INFONAVIT,7320,128
,130,9,1,5,GUSTAVO A. MADERO,1039,URBANO(A),BARRIO,LA PURISIMA TICOMAN,7320,133
,244,9,1,5,GUSTAVO A. MADERO,1039,URBANO(A),UNIDAD HABITACIONAL,SANTA MARIA TICOMAN,7320,248
,130,9,1,5,GUSTAVO A. MADERO,1040,URBANO(A),BARRIO,LA PURISIMA TICOMAN,7320,133
,211,9,1,5,GUSTAVO A. MADERO,1040,URBANO(A),UNIDAD HABITACIONAL,TICOMAN I,7320,214
,212,9,1,5,GUSTAVO A. MADERO,1040,URBANO(A),UNIDAD HABITACIONAL,TICOMAN II,7320,215
,130,9,1,5,GUSTAVO A. MADERO,1041,URBANO(A),BARRIO,LA PURISIMA TICOMAN,7320,133
,2452,9,1,5,GUSTAVO A. MADERO,1042,URBANO(A),COLONIA,SANTA MARIA TICOMAN,7330,3524
,2452,9,1,5,GUSTAVO A. MADERO,1043,URBANO(A),COLONIA,SANTA MARIA TICOMAN,7330,3524
,2452,9,1,5,GUSTAVO A. MADERO,1044,URBANO(A),COLONIA,SANTA MARIA TICOMAN,7330,3524
,1618,9,1,5,GUSTAVO A. MADERO,1045,URBANO(A),BARRIO,SAN JUAN Y GUADALUPE TICOMAN,7350,1724
,166,9,1,5,GUSTAVO A. MADERO,1045,URBANO(A),PUEBLO,SAN PEDRO ZACATENCO,7360,169
,164,9,1,5,GUSTAVO A. MADERO,1045,URBANO(A),BARRIO,SAN RAFAEL TICOMAN,7359,167
,119,9,1,5,GUSTAVO A. MADERO,1046,URBANO(A),UNIDAD HABITACIONAL,FOVISSSTE TICOMAN,7340,122
,129,9,1,5,GUSTAVO A. MADERO,1046,URBANO(A),BARRIO,LA LAGUNA TICOMAN,7340,132
,175,9,1,5,GUSTAVO A. MADERO,1046,URBANO(A),UNIDAD HABITACIONAL,PEMEX LA LAGUNA,7340,178
,176,9,1,5,GUSTAVO A. MADERO,1046,URBANO(A),UNIDAD HABITACIONAL,ZACATENCO LINDAVISTA,7340,179
,2452,9,1,5,GUSTAVO A. MADERO,1047,URBANO(A),COLONIA,SANTA MARIA TICOMAN,7330,3524
,2452,9,1,5,GUSTAVO A. MADERO,1048,URBANO(A),COLONIA,SANTA MARIA TICOMAN,7330,3524
,109,9,1,5,GUSTAVO A. MADERO,1049,URBANO(A),UNIDAD HABITACIONAL,ARROYO DE GUADALUPE,7320,112
,130,9,1,5,GUSTAVO A. MADERO,1049,URBANO(A),BARRIO,LA PURISIMA TICOMAN,7320,133
,117,9,1,5,GUSTAVO A. MADERO,1049,URBANO(A),CONJUNTO HABITACIONAL,RESIDENCIAL FLORENCIA,7320,120
,109,9,1,5,GUSTAVO A. MADERO,1050,URBANO(A),UNIDAD HABITACIONAL,ARROYO DE GUADALUPE,7320,112
,130,9,1,5,GUSTAVO A. MADERO,1050,URBANO(A),BARRIO,LA PURISIMA TICOMAN,7320,133
,171,9,1,5,GUSTAVO A. MADERO,1051,URBANO(A),FRACCIONAMIENTO,RESIDENCIAL LA ESCALERA,7320,174
,214,9,1,5,GUSTAVO A. MADERO,1051,URBANO(A),UNIDAD HABITACIONAL,SIERRAVISTA,7320,217
,148,9,1,5,GUSTAVO A. MADERO,1052,URBANO(A),UNIDAD HABITACIONAL,MEDITERRANE I,7708,151
,149,9,1,5,GUSTAVO A. MADERO,1052,URBANO(A),UNIDAD HABITACIONAL,MEDITERRANE II,7708,152
,189,9,1,5,GUSTAVO A. MADERO,1052,URBANO(A),FRACCIONAMIENTO,NUEVA INDUSTRIAL VALLEJO,7700,192
,107,9,1,5,GUSTAVO A. MADERO,1052,URBANO(A),UNIDAD,PROFESIONAL ADOLFO LOPEZ MATEOS,7738,110
,182,9,1,5,GUSTAVO A. MADERO,1052,URBANO(A),FRACCIONAMIENTO,TORRES LINDAVISTA,7708,185
,112,9,1,5,GUSTAVO A. MADERO,1053,URBANO(A),UNIDAD HABITACIONAL,CONDOMODULOS,7710,115
,189,9,1,5,GUSTAVO A. MADERO,1053,URBANO(A),FRACCIONAMIENTO,NUEVA INDUSTRIAL VALLEJO,7700,192
,187,9,1,5,GUSTAVO A. MADERO,1053,URBANO(A),UNIDAD HABITACIONAL,PATERA VALLEJO,7710,190
,174,9,1,5,GUSTAVO A. MADERO,1054,URBANO(A),UNIDAD HABITACIONAL,PEMEX LINDAVISTA,7320,177
,120,9,1,5,GUSTAVO A. MADERO,1055,URBANO(A),UNIDAD HABITACIONAL,FUTURAMA,7320,123
,130,9,1,5,GUSTAVO A. MADERO,1055,URBANO(A),BARRIO,LA PURISIMA TICOMAN,7320,133
,137,9,1,5,GUSTAVO A. MADERO,1055,URBANO(A),CONJUNTO HABITACIONAL,LINDAVISTA,7320,140
,174,9,1,5,GUSTAVO A. MADERO,1055,URBANO(A),UNIDAD HABITACIONAL,PEMEX LINDAVISTA,7320,177
,171,9,1,5,GUSTAVO A. MADERO,1055,URBANO(A),FRACCIONAMIENTO,RESIDENCIAL LA ESCALERA,7320,174
,2035,9,1,5,GUSTAVO A. MADERO,1055,URBANO(A),CONJUNTO HABITACIONAL,RESIDENCIAL NIZA,7320,2179
,214,9,1,5,GUSTAVO A. MADERO,1055,URBANO(A),UNIDAD HABITACIONAL,SIERRAVISTA,7320,217
,2068,9,1,5,GUSTAVO A. MADERO,1055,URBANO(A),UNIDAD HABITACIONAL,SIERRAVISTA,7320,2214
,118,9,1,5,GUSTAVO A. MADERO,1056,URBANO(A),UNIDAD HABITACIONAL,FOVISSSTE ARROYO DE ZACATENCO,7320,121
,172,9,1,5,GUSTAVO A. MADERO,1056,URBANO(A),COLONIA,SAN JOSE TICOMAN,7340,175
,172,9,1,5,GUSTAVO A. MADERO,1057,URBANO(A),COLONIA,SAN JOSE TICOMAN,7340,175
,210,9,1,5,GUSTAVO A. MADERO,1057,URBANO(A),UNIDAD HABITACIONAL,ZACATENCO,7340,213
,138,9,1,5,GUSTAVO A. MADERO,1058,URBANO(A),UNIDAD HABITACIONAL,LINDAVISTA NORTE,7320,141
,172,9,1,5,GUSTAVO A. MADERO,1058,URBANO(A),COLONIA,SAN JOSE TICOMAN,7340,175
,210,9,1,5,GUSTAVO A. MADERO,1058,URBANO(A),UNIDAD HABITACIONAL,ZACATENCO,7340,213
,2374,9,1,5,GUSTAVO A. MADERO,1070,URBANO(A),UNIDAD HABITACIONAL,INVI TICOMAN,7340,3447
,2452,9,1,5,GUSTAVO A. MADERO,1070,URBANO(A),COLONIA,SANTA MARIA TICOMAN,7330,3524
,209,9,1,5,GUSTAVO A. MADERO,1070,URBANO(A),UNIDAD HABITACIONAL,TICOMAN,7340,212
,1594,9,1,5,GUSTAVO A. MADERO,1071,URBANO(A),COLONIA,SANTA ROSA,7620,1697
,1596,9,1,5,GUSTAVO A. MADERO,1072,URBANO(A),AMPLIACION,PROGRESO NACIONAL,7650,1699
,1615,9,1,5,GUSTAVO A. MADERO,1073,URBANO(A),COLONIA,GUADALUPE PROLETARIA,7670,1721
,1617,9,1,5,GUSTAVO A. MADERO,1073,URBANO(A),COLONIA,SANTIAGO ATEPETLAC,7640,1723
,1615,9,1,5,GUSTAVO A. MADERO,1074,URBANO(A),COLONIA,GUADALUPE PROLETARIA,7670,1721
,1597,9,1,5,GUSTAVO A. MADERO,1074,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
,1581,9,1,5,GUSTAVO A. MADERO,1075,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1581,9,1,5,GUSTAVO A. MADERO,1076,URBANO(A),UNIDAD HABITACIONAL,ACUEDUCTO DE GUADALUPE,7279,1684
,1620,9,1,5,GUSTAVO A. MADERO,1076,URBANO(A),BARRIO,LA CANDELARIA TICOMAN,7310,1726
,963,9,1,5,GUSTAVO A. MADERO,1077,URBANO(A),COLONIA,6 DE JUNIO,7183,1011
,2147,9,1,5,GUSTAVO A. MADERO,1077,URBANO(A),AMPLIACION,COCOYOTES,7180,2302
,961,9,1,5,GUSTAVO A. MADERO,1077,URBANO(A),COLONIA,PALMATITLA,7170,1009
,1597,9,1,5,GUSTAVO A. MADERO,1078,URBANO(A),COLONIA,PROGRESO NACIONAL,7600,1700
